"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4387,0.253,0.1873,-0.2579,-0.1261,0.0639,0.2608,0.2665,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4387,1,0.166,0.4377,-0.0978,0.2761,0.0257,0.1771,0.1439,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.253,0.166,1,0.042,0.0421,-0.0338,0.1194,-0.0816,0.0324,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1873,0.4377,0.042,1,-0.16,-0.0062,-0.2872,0.1558,0.2369,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2579,-0.0978,0.0421,-0.16,1,-0.0916,0.4213,-0.1583,-0.281,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1261,0.2761,-0.0338,-0.0062,-0.0916,1,0.1084,4e-04,0.1879,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0639,0.0257,0.1194,-0.2872,0.4213,0.1084,1,-0.0359,-0.188,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2608,0.1771,-0.0816,0.1558,-0.1583,4e-04,-0.0359,1,0.503,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2665,0.1439,0.0324,0.2369,-0.281,0.1879,-0.188,0.503,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9664,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6641,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8248,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6825,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9967,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7897,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6418,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7533
