"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.2518,0.0797,0.1314,-0.1215,-0.2023,-0.3014,-0.1798,0.0162,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2518,1,0.1912,0.0474,-0.1914,0.1105,-0.1679,-0.1849,0.1252,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0797,0.1912,1,0.2483,-0.0087,0.1717,-0.1135,0.1635,-0.1147,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1314,0.0474,0.2483,1,0.0299,0.0636,-0.0496,0.2026,0.2452,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1215,-0.1914,-0.0087,0.0299,1,0.1695,0.1022,0.1786,-0.2023,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2023,0.1105,0.1717,0.0636,0.1695,1,0.2851,0.2505,-0.0036,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3014,-0.1679,-0.1135,-0.0496,0.1022,0.2851,1,0.1399,-0.1585,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1798,-0.1849,0.1635,0.2026,0.1786,0.2505,0.1399,1,0.2987,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0162,0.1252,-0.1147,0.2452,-0.2023,-0.0036,-0.1585,0.2987,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9992,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9369,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7173,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9043,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8854,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7638,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8257,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8732
