"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9993,0.4378,0.251,0.187,-0.2577,-0.1259,0.0639,0.2603,0.2663,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4378,0.9968,0.1645,0.4364,-0.0976,0.2755,0.0257,0.1766,0.1436,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.251,0.1645,0.9856,0.0417,0.0418,-0.0336,0.1185,-0.0809,0.0321,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.187,0.4364,0.0417,0.9973,-0.1597,-0.0062,-0.2868,0.1554,0.2366,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2577,-0.0976,0.0418,-0.1597,0.9986,-0.0915,0.4209,-0.158,-0.2808,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1259,0.2755,-0.0336,-0.0062,-0.0915,0.9987,0.1083,4e-04,0.1877,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0639,0.0257,0.1185,-0.2868,0.4209,0.1083,0.9996,-0.0358,-0.188,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2603,0.1766,-0.0809,0.1554,-0.158,4e-04,-0.0358,0.9975,0.5023,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2663,0.1436,0.0321,0.2366,-0.2808,0.1877,-0.188,0.5023,0.9998,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9573,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6557,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8155,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6842,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9406,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9954,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7937,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6521,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7453
