"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9985,0.3904,0.121,-0.0633,-0.1833,-0.1426,-0.3834,0.323,0.1751,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3904,0.9813,0.1533,-0.0159,-0.2663,-0.2841,-0.3658,0.2522,0.0533,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.121,0.1533,0.9998,0.3494,-0.1983,-0.3107,-0.1657,0.2317,0.1213,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0633,-0.0159,0.3494,0.9999,-0.1723,0.0324,0.1636,0.1975,0.0913,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1833,-0.2663,-0.1983,-0.1723,0.9964,0.6805,0.3824,-0.2134,-0.0999,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1426,-0.2841,-0.3107,0.0324,0.6805,0.9976,0.5002,-0.247,-0.1782,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3834,-0.3658,-0.1657,0.1636,0.3824,0.5002,0.9973,-0.3356,-0.2954,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.323,0.2522,0.2317,0.1975,-0.2134,-0.247,-0.3356,0.9767,0.3617,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1751,0.0533,0.1213,0.0913,-0.0999,-0.1782,-0.2954,0.3617,0.9999,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7787,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8065,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8435,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4778,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7927,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6617,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7867,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8958
