"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9995,0.1835,-0.0339,-0.1191,-0.0687,0.0607,-0.0828,0.1389,0.0181,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1835,0.9999,0.2498,0.2438,-0.2022,0.2049,-0.1713,0.1131,-0.0145,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0339,0.2498,0.9995,0.1616,-0.0735,-0.0034,-0.2091,-0.1514,0.0211,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1191,0.2438,0.1616,1,-0.2452,0.2967,-0.1674,-0.025,0.0818,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0687,-0.2022,-0.0735,-0.2452,0.9999,-7e-04,0.2969,0.0381,0.0154,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0607,0.2049,-0.0034,0.2967,-7e-04,0.9889,-0.0072,-0.0542,-0.0752,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0828,-0.1713,-0.2091,-0.1674,0.2969,-0.0072,0.9919,-0.017,-0.0576,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1389,0.1131,-0.1514,-0.025,0.0381,-0.0542,-0.017,0.9973,0.3094,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0181,-0.0145,0.0211,0.0818,0.0154,-0.0752,-0.0576,0.3094,0.9999,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9933,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9695,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9295,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9267,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8595,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8693,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8912,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9009,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9731
