"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3476,0.1472,0.0993,-0.4208,-0.3554,-0.2668,0.0718,0.1281,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3476,1,0.127,0.4314,-0.7481,-0.3447,-0.6495,0.0133,0.2094,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1472,0.127,1,0.1625,-0.3274,-0.3081,-0.1251,-0.0261,0.1476,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0993,0.4314,0.1625,1,-0.1627,-0.2741,-0.3725,0.1445,0.2288,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4208,-0.7481,-0.3274,-0.1627,1,0.2602,0.6233,0.0328,-0.025,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3554,-0.3447,-0.3081,-0.2741,0.2602,1,0.3652,-0.4308,-0.5246,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2668,-0.6495,-0.1251,-0.3725,0.6233,0.3652,1,-0.0185,0.0265,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0718,0.0133,-0.0261,0.1445,0.0328,-0.4308,-0.0185,1,0.405,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1281,0.2094,0.1476,0.2288,-0.025,-0.5246,0.0265,0.405,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7678,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9864,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9962,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7951,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3613,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4557,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0871,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5787
