"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.2616,0.1468,0.4334,-0.1814,-0.4682,-0.3924,0.4136,0.4916,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2616,1,0.2979,0.3998,-0.2616,0.1763,-0.1337,0.4448,0.4696,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1468,0.2979,1,0.4858,-0.0848,-0.2309,-0.1838,-0.046,0.0674,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.4334,0.3998,0.4858,1,-0.0935,-0.4567,-0.2516,0.4531,0.5272,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1814,-0.2616,-0.0848,-0.0935,1,0.2283,0.5292,-0.4478,-0.3369,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.4682,0.1763,-0.2309,-0.4567,0.2283,1,0.5134,-0.2458,-0.3734,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3924,-0.1337,-0.1838,-0.2516,0.5292,0.5134,1,-0.3275,-0.4154,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.4136,0.4448,-0.046,0.4531,-0.4478,-0.2458,-0.3275,1,0.6408,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.4916,0.4696,0.0674,0.5272,-0.3369,-0.3734,-0.4154,0.6408,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7421,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.4155,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9751,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.4963,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6453,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6636,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542
