"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9855,0.3731,0.3068,-0.1221,-0.4821,-0.43,-0.3293,-0.0149,0.1066,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3731,0.9996,0.1213,0.1128,-0.1693,0.0061,-0.251,-0.1245,0.0925,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3068,0.1213,0.9999,0.1084,-0.3791,-0.3241,-0.4382,-0.1642,0.018,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1221,0.1128,0.1084,0.8968,0.1505,0.1671,-0.1117,0.1827,0.1646,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4821,-0.1693,-0.3791,0.1505,0.9997,0.7207,0.506,0.1553,-0.1367,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.43,0.0061,-0.3241,0.1671,0.7207,0.9909,0.4505,0.1335,-0.1204,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3293,-0.251,-0.4382,-0.1117,0.506,0.4505,0.9888,0.1214,-0.117,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0149,-0.1245,-0.1642,0.1827,0.1553,0.1335,0.1214,0.7979,0.3568,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1066,0.0925,0.018,0.1646,-0.1367,-0.1204,-0.117,0.3568,0.9996,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6498,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8373,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9715,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9705,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.592,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3444,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4842,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9571
