"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4484,0.1155,-0.0369,-0.2976,-0.087,-0.0457,0.1682,0.1408,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4484,1,0.5057,9e-04,-0.2469,-0.4636,-0.1042,0.3806,0.3216,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1155,0.5057,1,0.2601,-0.1153,-0.3723,-0.2455,0.1808,0.3013,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0369,9e-04,0.2601,1,-0.2817,0.0276,-0.0623,0.0635,0.2739,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2976,-0.2469,-0.1153,-0.2817,1,0.4322,0.2813,-0.4852,-0.4595,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.087,-0.4636,-0.3723,0.0276,0.4322,1,0.2554,-0.4677,-0.4331,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0457,-0.1042,-0.2455,-0.0623,0.2813,0.2554,1,-0.066,-0.455,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1682,0.3806,0.1808,0.0635,-0.4852,-0.4677,-0.066,1,0.3873,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1408,0.3216,0.3013,0.2739,-0.4595,-0.4331,-0.455,0.3873,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9981,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6087,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8387,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9647,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8171,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7386,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9822,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6373,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7216
