"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9796,0.2643,0.1968,-0.0623,-0.3143,-0.0738,0.1662,0.2165,0.0636,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2643,0.9926,-0.066,-0.0657,-0.1178,-0.1787,0.0807,0.4054,0.5634,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1968,-0.066,0.9791,0.2724,0.1132,-0.1476,-0.1446,0.1577,-0.0574,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0623,-0.0657,0.2724,0.9985,-0.0096,0.0164,-0.1784,-0.0091,-0.1947,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3143,-0.1178,0.1132,-0.0096,0.9957,0.1971,0.1653,0.0269,0.0703,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0738,-0.1787,-0.1476,0.0164,0.1971,0.9838,0.1117,-0.1126,-0.307,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1662,0.0807,-0.1446,-0.1784,0.1653,0.1117,1,-0.0832,-0.0294,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2165,0.4054,0.1577,-0.0091,0.0269,-0.1126,-0.0832,0.9946,0.5554,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0636,0.5634,-0.0574,-0.1947,0.0703,-0.307,-0.0294,0.5554,0.9936,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8155,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6106,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9755,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8337,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9554,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9097,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4015,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9974,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5815
