"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.1836,-0.0339,-0.1191,-0.0687,0.0611,-0.0832,0.1391,0.0181,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1836,1,0.2499,0.2438,-0.2022,0.2061,-0.172,0.1133,-0.0145,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0339,0.2499,1,0.1616,-0.0735,-0.0034,-0.21,-0.1516,0.0211,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1191,0.2438,0.1616,1,-0.2452,0.2984,-0.1681,-0.0251,0.0818,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0687,-0.2022,-0.0735,-0.2452,1,-7e-04,0.2981,0.0381,0.0154,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0611,0.2061,-0.0034,0.2984,-7e-04,1,-0.0073,-0.0545,-0.0756,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0832,-0.172,-0.21,-0.1681,0.2981,-0.0073,1,-0.0171,-0.0579,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1391,0.1133,-0.1516,-0.0251,0.0381,-0.0545,-0.0171,1,0.3098,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0181,-0.0145,0.0211,0.0818,0.0154,-0.0756,-0.0579,0.3098,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9696,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.928,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9285,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.851,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8751,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8954,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9005,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991
