"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3453,0.0938,-0.1674,-0.1125,-0.1314,0.1984,0.1354,0.123,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3453,1,0.2903,0.0074,-0.0623,-0.0551,-0.0365,-0.1134,0.0432,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0938,0.2903,1,0.2652,-0.1723,-0.3338,-0.3678,-0.0232,0.0468,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1674,0.0074,0.2652,1,-0.1107,-0.2033,-0.321,0.0172,0.1954,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1125,-0.0623,-0.1723,-0.1107,1,0.3789,0.2881,0.0941,-0.0395,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1314,-0.0551,-0.3338,-0.2033,0.3789,1,0.5095,0.1956,-0.1176,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1984,-0.0365,-0.3678,-0.321,0.2881,0.5095,1,0.1181,0.0556,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1354,-0.1134,-0.0232,0.0172,0.0941,0.1956,0.1181,1,0.388,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.123,0.0432,0.0468,0.1954,-0.0395,-0.1176,0.0556,0.388,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9993,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9904,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8747,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.989,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9922,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7588,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6765,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9773,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992
