"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3994,0
"A_Rspct",0,0.0695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.0844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342,0,0,0.291
"C_Org",0,0,0,0.1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,-0.3922,0,0,0,0
"C_Prdctv",0,0,0,0,-0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4488,0,0.2876,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425
"E_Assert",0,0,0,0,-0.341,0,-0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4142,0,-0.2537,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1112,0,0,0,0,0,0,0,0,0,0,0.3064,0,0,0,0,0,0,0,0,0,0.4328,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5984,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.0668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5717,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0916,-0.2643,0,0,0,0,0,0,-0.2952,0,0,0,0,0.4113,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4786
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,-0.2891,0,0,0.1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2243,0,0,0,0,0,0,0,0,0,0,-0.3128,0,0,0.3454,0
