"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.0542,-0.0672,0.4208,0.3077,0.1127,0.2729,0.4563,0.0377,0.0676,-0.1887,0.0437,-0.1723,0.0401,-0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0542,0.9384,0.2931,0.2434,-0.0744,-0.08,-0.2221,0.1225,0.1983,-0.142,-0.2933,0.0091,0.1038,-0.0175,-0.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0672,0.2931,0.9917,0.1343,0.4101,0.3366,-0.0465,0.0657,0.394,0.1007,-0.5267,-0.2028,0.0728,0.109,0.1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.4208,0.2434,0.1343,0.9978,0.3432,0.1155,0.0515,0.2544,0.1705,0.0399,-0.1175,0.0815,-0.0307,0.0258,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3077,-0.0744,0.4101,0.3432,0.9135,0.1686,0.2645,0.3586,0.2739,0.1248,-0.2191,-0.33,0.1667,0.2027,-0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1127,-0.08,0.3366,0.1155,0.1686,0.9505,-0.0274,0.1303,0.0329,0.0832,-0.4362,0.0759,-0.0791,0.0589,0.3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2729,-0.2221,-0.0465,0.0515,0.2645,-0.0274,0.9943,0.1093,-0.0606,-0.0114,0.0062,-0.1945,-0.268,-0.1482,0.1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4563,0.1225,0.0657,0.2544,0.3586,0.1303,0.1093,0.9887,0.2164,0.0856,-0.1842,-0.0484,0.0813,0.1074,0.0845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0377,0.1983,0.394,0.1705,0.2739,0.0329,-0.0606,0.2164,0.9996,-0.234,-0.4647,-0.2376,0.1312,0.1084,0.3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0676,-0.142,0.1007,0.0399,0.1248,0.0832,-0.0114,0.0856,-0.234,0.9898,0.349,0.3455,-0.1964,-0.0715,-0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1887,-0.2933,-0.5267,-0.1175,-0.2191,-0.4362,0.0062,-0.1842,-0.4647,0.349,0.9815,0.3505,-0.0415,-0.123,-0.3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
