"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.5156,0.2651,0.1144,0.1371,0.2299,-0.0887,0.3534,0.2352,-0.2265,-0.2062,-0.3546,0.297,0.1776,0.2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5156,1,0.2317,0.1138,0.025,0.2951,0.1162,0.2375,0.0811,-0.2994,-0.3001,-0.1689,0.0641,0.1085,0.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2651,0.2317,1,0.1523,0.0557,0.1613,-0.0686,0.1368,0.1864,-0.3821,-0.4056,-0.3712,0.1219,0.0112,-0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.1144,0.1138,0.1523,1,0.0621,0.3428,0.2355,0.3023,0.0016,-0.226,-0.2936,-0.1414,0.3034,0.0714,0.1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1371,0.025,0.0557,0.0621,1,0.4001,0.297,0.3139,0.2532,-0.2345,-0.1153,-0.1253,0.1665,0.3316,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2299,0.2951,0.1613,0.3428,0.4001,1,0.1371,0.1959,0.0245,-0.3386,-0.3731,-0.3652,0.3433,0.0763,0.3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0887,0.1162,-0.0686,0.2355,0.297,0.1371,1,0.4264,0.4219,-0.26,-0.2869,0.0045,-0.0929,0.3654,0.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3534,0.2375,0.1368,0.3023,0.3139,0.1959,0.4264,1,0.4269,-0.3075,-0.4085,-0.2112,0.1331,0.3591,0.1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2352,0.0811,0.1864,0.0016,0.2532,0.0245,0.4219,0.4269,1,-0.221,-0.3031,-0.218,-0.0351,0.3085,0.2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2265,-0.2994,-0.3821,-0.226,-0.2345,-0.3386,-0.26,-0.3075,-0.221,1,0.6904,0.5072,-0.1157,-0.1907,0.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
