"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.4872,0.3028,0.0957,0.2065,0.278,0.1703,0.3134,0.2518,-0.2614,-0.3166,-0.171,-0.0258,0.2868,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.4872,1,0.3316,0.2154,0.2205,0.2162,0.11,0.4465,0.3349,-0.2967,-0.398,-0.2176,0.0093,0.0869,0.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3028,0.3316,1,0.0448,0.19,0.1928,0.1142,0.1924,0.2308,-0.3498,-0.4298,-0.3538,0.2348,0.1613,0.2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0957,0.2154,0.0448,1,0.3199,0.2475,0.1194,0.1689,0.2196,-0.3657,-0.2244,-0.1923,0.0335,0.2185,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2065,0.2205,0.19,0.3199,1,0.2818,0.2224,0.3241,0.2247,-0.3037,-0.4419,-0.3116,0.0325,0.3177,0.0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.278,0.2162,0.1928,0.2475,0.2818,1,0.1414,0.3296,0.2008,-0.3802,-0.3771,-0.3585,0.0396,0.0963,0.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1703,0.11,0.1142,0.1194,0.2224,0.1414,1,0.1291,0.2438,-0.3114,-0.1809,-0.198,0.1128,0.1595,0.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3134,0.4465,0.1924,0.1689,0.3241,0.3296,0.1291,1,0.3486,-0.2244,-0.3707,-0.1062,0.1355,0.3179,0.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2518,0.3349,0.2308,0.2196,0.2247,0.2008,0.2438,0.3486,1,-0.3383,-0.2689,-0.2511,0.0982,0.2252,0.3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2614,-0.2967,-0.3498,-0.3657,-0.3037,-0.3802,-0.3114,-0.2244,-0.3383,1,0.7231,0.6932,-0.0164,-0.2115,-0.2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3166,-0.398,-0.4298,-0.2244,-0.4419,-0.3771,-0.1809,-0.3707,-0.2689,0.7231,1,0.7169,0.0194,-0.2034,-0.2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.171,-0.2176,-0.3538,-0.1923,-0.3116,-0.3585,-0.198,-0.1062,-0.2511,0.6932,0.7169,1,0.0688,-0.0721,-0.1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0258,0.0093,0.2348,0.0335,0.0325,0.0396,0.1128,0.1355,0.0982,-0.0164,0.0194,0.0688,1,-0.0734,0.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.2868,0.0869,0.1613,0.2185,0.3177,0.0963,0.1595,0.3179,0.2252,-0.2115,-0.2034,-0.0721,-0.0734,1,0.3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.188,0.2325,0.2499,0.1515,0.0924,0.0629,0.1339,0.2218,0.3497,-0.2575,-0.2092,-0.1095,0.1681,0.3211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7783,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5245,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7552,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7788,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7605,0,0,0,0,0,0,0,0,0
