"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.992,0.1076,0,-0.0827,0.082,0.163,0.1247,0.1587,-0.0999,0.0428,0.1118,0.1253,-0.1033,0.0182,0.1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1076,0.9856,0.05,-0.0346,0.0268,-0.001,-0.1345,0.1782,-0.3278,0.0439,0.126,-0.3351,0.4485,0.2142,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0,0.05,0.9845,0.1658,-0.0643,-0.0451,-0.0669,0.0096,0.1459,-0.3121,0.0403,-0.3167,-0.0816,-0.1533,0.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0827,-0.0346,0.1658,0.9998,-0.086,-0.04,-0.2748,-0.067,-0.0504,-0.0455,-0.0242,-0.2185,0.1806,-0.141,-0.1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.082,0.0268,-0.0643,-0.086,0.9997,0.4727,-0.1318,0.0813,0.1369,0.0768,0.1445,0.1755,0.2813,0.2365,0.3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.163,-0.001,-0.0451,-0.04,0.4727,0.9815,-0.1975,0.0962,0.2604,0.0338,0.1123,-0.1468,0.1508,0.1448,0.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1247,-0.1345,-0.0669,-0.2748,-0.1318,-0.1975,0.9963,-0.0402,0.188,0.1615,-0.1218,0.4456,-0.3892,-0.0762,0.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1587,0.1782,0.0096,-0.067,0.0813,0.0962,-0.0402,0.9693,-0.0607,-0.0489,0.3619,0.0549,0.1727,0.2543,0.3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0999,-0.3278,0.1459,-0.0504,0.1369,0.2604,0.188,-0.0607,0.9826,0.0854,-0.0134,0.0357,-0.0736,-0.2385,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0428,0.0439,-0.3121,-0.0455,0.0768,0.0338,0.1615,-0.0489,0.0854,0.9952,-0.0714,0.1102,-0.0502,0.146,-0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1118,0.126,0.0403,-0.0242,0.1445,0.1123,-0.1218,0.3619,-0.0134,-0.0714,0.9196,0.2471,0.1372,0.1295,0.3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1253,-0.3351,-0.3167,-0.2185,0.1755,-0.1468,0.4456,0.0549,0.0357,0.1102,0.2471,0.9957,-0.1727,0.1077,0.3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.1033,0.4485,-0.0816,0.1806,0.2813,0.1508,-0.3892,0.1727,-0.0736,-0.0502,0.1372,-0.1727,0.9832,-0.1396,0.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.0182,0.2142,-0.1533,-0.141,0.2365,0.1448,-0.0762,0.2543,-0.2385,0.146,0.1295,0.1077,-0.1396,0.9866,0.0817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.1991,0.0292,0.0657,-0.1735,0.3093,0.1549,0.2176,0.3031,0.1285,-0.1469,0.3286,0.3986,0.1677,0.0817,0.9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4796,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7958,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8121,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4849,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5965,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7753,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8027,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5498,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3566,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8009,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5999,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5913
