"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.0865,0,0,0.0857,0,0,0,0,0,0,0,0,0.0843,0,0,0,0.0836,0,0,0,0,0,0,0.0847,0,0,0,0,0,0
"A_Rspct",0,0.0971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969
"A_Trust",0,0,0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0.0949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932,0,0,0,0,0,0,0.0928,0,0,0
"C_Prdctv",0,0,0,0,0.0892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894,0,0,0,0,0,0,0,0.0891,0
"C_Rspnbl",0,0,0,0,0,0.0933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0903,0,0,0,0,0.0905,0,0,0,0,0,0,0,0.0905,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0941,0,0,0,0,0.0933,0,0,0,0,0,0,0,0,0,0,0,0.0932,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0.0988,0.0979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922,0,0,0,0,0,0,0
"N_Anxty",0,0,0.0994,0,0,0,0,0,0,0.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0.0803,0,0,0,0,0,0,0,0,0.0801,0,0,0,0,0,0,0,0,0,0,0,0.0809,0,0,0,0.08,0,0,0.0801
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0934,0,0,0,0,0,0.0939,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.0846,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837,0
