"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.2966,0.2377,0.2037,0.0347,-0.051,0.1607,0.2244,0.2512,-0.122,0.0363,0.0032,0.1605,0.0133,0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2966,1,0.2876,0.0579,0.1224,-0.0991,-0.006,0.0163,-0.081,0.1019,0.0456,-0.0177,0.206,0.1492,0.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2377,0.2876,1,0.1862,0.0495,0.0148,0.0269,0.1388,0.1071,-0.1395,-0.2712,-0.361,0.0589,0.1721,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2037,0.0579,0.1862,1,0.2461,0.0957,0.2062,0.0997,-0.074,-0.1085,-0.1142,-0.2316,0.0528,0.1905,0.0587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0347,0.1224,0.0495,0.2461,1,0.3798,0.2805,0.1726,0.0317,-0.2095,-0.2195,-0.0952,0.1521,0.2571,0.2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.051,-0.0991,0.0148,0.0957,0.3798,1,0.181,0.0992,0.0394,-0.3224,-0.07,-0.1033,-0.1038,-0.0024,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1607,-0.006,0.0269,0.2062,0.2805,0.181,1,0.068,0.1786,-0.2215,-0.0644,0.0107,-0.0033,0.1555,0.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2244,0.0163,0.1388,0.0997,0.1726,0.0992,0.068,1,0.3656,-0.2125,-0.2473,0.076,-0.0414,0.0872,0.1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2512,-0.081,0.1071,-0.074,0.0317,0.0394,0.1786,0.3656,1,-0.1626,-0.1366,0.137,0.0109,0.1251,0.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.122,0.1019,-0.1395,-0.1085,-0.2095,-0.3224,-0.2215,-0.2125,-0.1626,1,0.1657,0.157,0.0424,-0.1167,-0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
