"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1076,0,0,0.098,0,0,0,0,0.1061,0,0,0.0977,0,0,0,0,0,0.0964,0,0,0,0,0.101,0,0,0,0,0,0,0
"A_Rspct",0,0.1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1426,0,0,0,0,0,0,0,0,0,0,0.1881,0
"A_Trust",0,0,0.1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1261,0,0.1384,0,0
"C_Org",0,0,0,0.1232,0.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1215,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1277,0,0,0,0,0.1293,0,0
"C_Rspnbl",0,0,0,0,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1337,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1137,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1359,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.1223,0.1167,0,0,0,0,0,0,0,0,0,0,0,0.1016,0,0.1055,0,0,0,0,0
"N_EmoVol",0.1238,0,0,0,0,0,0,0,0,0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0.1219,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0,0,0.1306,0,0,0,0,0,0,0,0,0,0.1169,0,0,0
"O_CrtvImag",0.1359,0,0,0,0,0,0,0,0,0,0,0,0,0.1248,0.1423,0,0.1959,0,0,0,0.1299,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.1291,0,0,0,0,0.1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
