"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.2328,0.2032,0.0168,0.1369,0.015,0.0949,0.2427,0.2205,-0.1964,-0.3449,-0.1201,0.042,0.279,0.3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2328,1,0.2431,0.1449,0.1703,0.2174,0.0499,0.1804,0.078,-0.1116,-0.2763,0.0647,0.0464,0.1284,0.1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2032,0.2431,1,0.0161,0.1777,0.1913,-0.0754,0.1407,0.1173,-0.1359,-0.2729,-0.2761,0.0324,0.0284,-0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0168,0.1449,0.0161,1,0.3269,0.2003,0.1328,0.3204,0.1233,-0.1204,-0.1192,-0.2487,-0.041,0.1818,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1369,0.1703,0.1777,0.3269,1,0.4564,0.2729,0.2327,0.1063,0.0829,-0.3572,-0.1781,-0.1525,0.5298,0.3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.015,0.2174,0.1913,0.2003,0.4564,1,0.3141,0.1913,0.2453,-0.0405,-0.1811,-0.0748,-0.0126,0.2564,0.3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0949,0.0499,-0.0754,0.1328,0.2729,0.3141,1,0.1536,0.3158,-0.098,-0.1435,-0.1478,-0.0462,0.4448,0.3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2427,0.1804,0.1407,0.3204,0.2327,0.1913,0.1536,1,0.5078,-0.0136,-0.3653,-0.2822,0.2676,0.479,0.2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2205,0.078,0.1173,0.1233,0.1063,0.2453,0.3158,0.5078,1,-0.2272,-0.4148,-0.1764,0.0741,0.2133,0.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1964,-0.1116,-0.1359,-0.1204,0.0829,-0.0405,-0.098,-0.0136,-0.2272,1,0.2475,0.1461,-0.1459,0.0422,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3449,-0.2763,-0.2729,-0.1192,-0.3572,-0.1811,-0.1435,-0.3653,-0.4148,0.2475,1,0.2574,-0.0138,-0.266,-0.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1201,0.0647,-0.2761,-0.2487,-0.1781,-0.0748,-0.1478,-0.2822,-0.1764,0.1461,0.2574,1,-0.2443,-0.2099,-0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.042,0.0464,0.0324,-0.041,-0.1525,-0.0126,-0.0462,0.2676,0.0741,-0.1459,-0.0138,-0.2443,1,-0.0548,0.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.279,0.1284,0.0284,0.1818,0.5298,0.2564,0.4448,0.479,0.2133,0.0422,-0.266,-0.2099,-0.0548,1,0.3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.3418,0.1529,-0.0218,0.276,0.3412,0.3108,0.3964,0.2461,0.1912,0.0071,-0.3318,-0.0247,0.1363,0.3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8751,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7995,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6553,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4551,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5162,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6699,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3711,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8744,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9779,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9865,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7533
