"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.1272,0.2006,0.1967,0.0375,0.0429,0.2743,0.3757,0.3152,-0.0789,-0.1169,0.0148,0.0479,0.3465,0.2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1272,1,0.2562,-0.0178,0.0843,0.0012,-0.0538,-0.1342,0.0553,-0.0701,-0.1416,-0.0385,0.0224,-0.0095,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2006,0.2562,1,0.3608,0.2543,0.2478,-0.1242,6e-04,0.1455,-0.3379,-0.1925,-0.4113,0.2148,0.0572,0.3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.1967,-0.0178,0.3608,1,0.3288,0.3553,0.1143,0.3294,0.1989,-0.3733,-0.4317,-0.367,0.1769,0.073,0.2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0375,0.0843,0.2543,0.3288,1,0.5068,0.3304,0.3135,0.3829,-0.0725,-0.2228,-0.3183,0.3283,0.1752,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0429,0.0012,0.2478,0.3553,0.5068,1,0.1951,0.1222,0.3175,-0.175,-0.1199,-0.3493,0.2074,0.1334,0.3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2743,-0.0538,-0.1242,0.1143,0.3304,0.1951,1,0.3587,0.393,-0.1342,-0.2919,-0.0412,0.0768,0.3779,0.1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3757,-0.1342,6e-04,0.3294,0.3135,0.1222,0.3587,1,0.5468,-0.0593,-0.1978,-0.0597,0.2007,0.408,0.1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3152,0.0553,0.1455,0.1989,0.3829,0.3175,0.393,0.5468,1,-0.0742,-0.0377,-0.1014,0.1873,0.3178,0.2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0789,-0.0701,-0.3379,-0.3733,-0.0725,-0.175,-0.1342,-0.0593,-0.0742,1,0.5511,0.4722,0.0074,-0.1583,-0.3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1169,-0.1416,-0.1925,-0.4317,-0.2228,-0.1199,-0.2919,-0.1978,-0.0377,0.5511,1,0.4371,-0.0031,-0.0189,-0.3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0148,-0.0385,-0.4113,-0.367,-0.3183,-0.3493,-0.0412,-0.0597,-0.1014,0.4722,0.4371,1,-0.1914,0.0215,-0.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0479,0.0224,0.2148,0.1769,0.3283,0.2074,0.0768,0.2007,0.1873,0.0074,-0.0031,-0.1914,1,0.2705,0.4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3465,-0.0095,0.0572,0.073,0.1752,0.1334,0.3779,0.408,0.3178,-0.1583,-0.0189,0.0215,0.2705,1,0.3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.2585,0.161,0.3467,0.2484,0.4019,0.3933,0.1274,0.1982,0.2725,-0.3293,-0.3565,-0.2511,0.4679,0.3404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9952,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7644,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7128,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6508,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8155,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6367,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6756,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6451,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9778,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6749,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6424,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7726,0,0
