"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1131,0,0,0,0,0.1095,0,0.1127,0,0,0,0,0,0,0,0,0.1106,0,0,0,0,0,0.1115,0,0.1293,0,0.1132,0.113,0
"A_Trust",0,0,0.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1095,0,0,0.1176,0.1053,0,0,0,0,0,0,0,0,0,0,0,0.1261,0.1491,0,0,0,0,0.1319,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1363,0,0,0.1354,0,0,0,0,0,0,0,0,0,0.1872,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.1185,0,0,0,0.1173,0.1163,0,0,0.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1227,0,0
"E_Scblty",0,0,0,0,0,0,0.1329,0,0.1336,0,0,0,0,0,0,0,0,0,0,0,0.1342,0,0,0,0,0,0,0,0.1343,0
"N_Anxty",0.1328,0,0.1403,0,0,0,0,0,0,0.1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.1138,0,0,0,0,0,0,0.1206,0.1215,0,0,0,0,0.1302,0,0,0,0,0,0,0,0,0,0,0,0,0.1135
"N_EmoVol",0,0,0,0.0981,0,0,0.1097,0,0,0,0,0.1055,0,0,0,0,0.0963,0.0937,0,0,0,0.1155,0,0,0,0,0,0,0,0.0966
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1337,0,0,0,0,0,0,0,0,0.1416,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0.1246,0,0,0,0,0.1241,0,0,0,0.1203,0.1248,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0.1225,0,0,0,0,0,0,0,0,0,0.1387,0,0,0,0,0,0.1233,0.1365,0.1257,0,0.1204,0,0,0,0,0
