"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"01",292.9199,277,250,0.2445,0.0318,0.0693,0.9236,0.9545,5467.3692,4956.6064,-2228.3032,"converged normally"
"02",301.1364,280,247,0.1842,0.0429,0.0683,0.92,0.9518,3895.9626,3472.7103,-1489.3551,"converged normally"
"03",311.7618,296,231,0.2534,0.0323,0.0766,0.9248,0.9521,4890.1572,4443.9055,-1990.9527,"converged normally"
"04",283.8903,270,257,0.2688,0.0338,0.0676,0.9208,0.954,4438.138,3973.8258,-1729.9129,"converged normally"
"05",311.3374,291,236,0.1972,0.039,0.0826,0.9247,0.9529,4340.5095,3908.9502,-1718.4751,"converged normally"
"06",323.4543,301,226,0.1787,0.0356,0.0826,0.9229,0.9501,5456.9856,4987.4621,-2267.7311,"converged normally"
"07",307.9595,296,231,0.3042,0.0257,0.0798,0.9276,0.9539,5870.4111,5382.7992,-2460.3996,"converged normally"
"08",313.2622,295,232,0.2224,0.0348,0.0843,0.9272,0.9538,4807.7161,4359.5325,-1947.7663,"converged normally"
"09",302.929,286,241,0.2351,0.0351,0.0845,0.9217,0.9519,4614.9571,4163.9977,-1840.9988,"converged normally"
"10",286.3051,270,257,0.2368,0.0384,0.074,0.9216,0.9545,3954.4363,3514.0482,-1500.0241,"converged normally"
"11",279.0722,256,271,0.1539,0.0494,0.0671,0.9301,0.9615,3407.5773,2971.0186,-1214.5093,"converged normally"
"13",267.7336,235,292,0.0701,0.0631,0.0489,0.9193,0.9592,3080.6148,2626.4531,-1021.2266,"converged normally"
"14",307.4562,295,232,0.297,0.0303,0.0808,0.9289,0.9549,4460.8285,4036.5837,-1786.2918,"converged normally"
"16",302.3685,290,237,0.2967,0.0301,0.087,0.9246,0.953,4578.8137,4140.3287,-1833.1644,"converged normally"
"17",892.5726,261,266,0,0.2794,0.0787,-0.0231,0.4257,2935.3027,2553.8621,-1010.931,"converged normally"
"18",299.7397,280,247,0.1995,0.0379,0.0707,0.9177,0.9505,4670.3425,4203.0628,-1854.5314,"converged normally"
"19",2262.3663,252,275,0,0.5436,0.0828,-0.4416,0.2187,2479.7023,2123.3472,-786.6736,"converged normally"
"21",304.0202,275,252,0.1104,0.0464,0.0602,0.9164,0.9506,4515.7093,4038.9706,-1767.4853,"converged normally"
"22",336.5432,309,218,0.135,0.0389,0.0874,0.935,0.9568,5276.8523,4823.9491,-2193.9745,"converged normally"
"23",295.0088,271,256,0.1513,0.0459,0.0727,0.9182,0.9523,3951.112,3506.2686,-1497.1343,"converged normally"
"24",320.0516,302,225,0.2274,0.0353,0.0835,0.932,0.9558,4496.9385,4075.9183,-1812.9591,"converged normally"
"25",302.5892,282,245,0.1909,0.0438,0.0765,0.9232,0.9534,3604.6816,3203.473,-1356.7365,"converged normally"
"26",309.8898,297,230,0.2916,0.0283,0.0782,0.9227,0.9506,5202.1849,4744.7186,-2142.3593,"converged normally"
"27",307.8773,285,242,0.1682,0.0409,0.0677,0.9245,0.9537,4468.6217,4015.7911,-1765.8955,"converged normally"
"28",312.4285,301,226,0.3131,0.0284,0.0915,0.9332,0.9567,4555.8614,4137.728,-1842.864,"converged normally"
"29",309.0459,288,239,0.1883,0.039,0.0747,0.9217,0.9515,4504.5097,4057.2927,-1789.6463,"converged normally"
"30",308.75,293,234,0.2525,0.0342,0.0756,0.9278,0.9545,4407.9143,3980.0122,-1756.0061,"converged normally"
"31",318.2908,296,231,0.1784,0.04,0.082,0.9294,0.9551,4357.4577,3930.0736,-1734.0368,"converged normally"
"32",312.2563,285,242,0.1282,0.041,0.0717,0.9268,0.9551,5152.982,4658.5636,-2087.2818,"converged normally"
"33",329.8872,306,221,0.1664,0.0364,0.0782,0.9317,0.955,5395.3622,4936.2265,-2247.1132,"converged normally"
"34",320.1378,314,213,0.3936,0.0184,0.0889,0.9487,0.9653,5620.8379,5181.9636,-2377.9818,"converged normally"
"35",303.9438,293,234,0.3177,0.025,0.0729,0.9269,0.9539,5773.7547,5283.678,-2407.839,"converged normally"
"36",2808.269,250,277,0,0.6398,0.1008,-0.487,0.2006,2186.4936,1848.865,-647.4325,"converged normally"
"37",306.1641,295,232,0.3151,0.026,0.0867,0.9239,0.9517,5447.1015,4977.2199,-2256.61,"converged normally"
"38",263.0898,247,280,0.2301,0.0438,0.0681,0.9453,0.9709,3179.2518,2751.8709,-1095.9354,"converged normally"
"39",313.4451,294,233,0.2083,0.0353,0.0781,0.9233,0.9515,5001.5288,4542.4508,-2038.2254,"converged normally"
"40",317.2009,306,221,0.3177,0.0271,0.0866,0.9344,0.9568,4838.4103,4415.8533,-1986.9266,"converged normally"
"41",2932.6458,255,272,0,0.6481,0.074,-0.5321,0.1598,2322.3568,1990.8226,-723.4113,"converged normally"
"42",279.5929,256,271,0.1488,0.0492,0.0681,0.9207,0.9564,3564.6559,3120.8701,-1289.435,"converged normally"
"43",1158.5157,242,285,0,0.3553,0.07,-0.1636,0.3944,2744.5455,2345.2042,-887.6021,"converged normally"
"44",312.2358,307,220,0.4063,0.0169,0.0792,0.9502,0.9671,5830.5464,5369.7905,-2464.8953,"converged normally"
"46",304.7158,292,235,0.2925,0.0276,0.0721,0.9306,0.9564,5481.8839,5001.7669,-2265.8834,"converged normally"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"50",285.4327,263,264,0.1634,0.0474,0.0713,0.926,0.9582,3566.5252,3134.2024,-1303.1012,"converged normally"
"51",311.8736,305,222,0.3809,0.0192,0.0832,0.9436,0.963,5904.561,5435.9471,-2495.9735,"converged normally"
