"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"19",306.5539,289,206,0.2286,0.0246,0.0675,0.9351,0.9569,8885.5236,8348.8585,-3968.4293,"converged normally"
"21",305.4862,287,208,0.2167,0.0299,0.0862,0.9399,0.9603,6383.4214,5909.8749,-2746.9374,"converged normally"
"22",309.955,292,203,0.2249,0.0272,0.0732,0.9325,0.9547,7407.0759,6916.0513,-3255.0256,"converged normally"
"23",305.5269,287,208,0.2162,0.0328,0.0797,0.941,0.9611,5315.8772,4880.2535,-2232.1268,"converged normally"
"24",310.9429,292,203,0.2133,0.0285,0.0758,0.9309,0.9536,7118.5466,6634.9952,-3114.4976,"converged normally"
"25",319.7584,293,202,0.1355,0.0359,0.0854,0.9267,0.9507,6220.2928,5763.2314,-2679.6157,"converged normally"
"26",422.8662,309,186,0,0.067,0.1021,0.585,0.7052,7362.3764,6914.7266,-3271.3633,"converged normally"
"27",316.0386,290,205,0.1405,0.0312,0.069,0.9317,0.9545,8043.8622,7526.8956,-3558.4478,"converged normally"
"28",287.9685,268,227,0.192,0.0421,0.0761,0.9251,0.9538,3823.5128,3429.0618,-1487.5309,"converged normally"
"29",286.894,272,223,0.256,0.0345,0.0813,0.9258,0.9536,4255.3747,3847.5877,-1700.7939,"converged normally"
"30",287.9155,273,222,0.2561,0.0361,0.0834,0.9244,0.9525,3896.0309,3510.2683,-1533.1341,"converged normally"
"31",312.9542,278,217,0.0732,0.0492,0.0751,0.9233,0.951,4414.7312,3991.3113,-1778.6557,"converged normally"
"32",314.8911,288,207,0.1324,0.0355,0.0713,0.9373,0.9585,6371.03,5894.0885,-2740.0443,"converged normally"
"33",319.3446,292,203,0.1302,0.0311,0.0764,0.937,0.9577,8373.8325,7851.1662,-3722.5831,"converged normally"
"34",304.4942,302,193,0.4489,0.0091,0.072,0.9703,0.9794,9031.991,8531.1329,-4072.5664,"converged normally"
"35",310.8838,305,190,0.396,0.014,0.0741,0.9421,0.9594,8923.8722,8432.7283,-4026.3642,"converged normally"
"36",3907.0559,283,212,0,0.821,0.1476,-0.4161,0.0787,1747.5376,1547.3165,-561.6583,"converged normally"
"37",286.8517,277,218,0.3293,0.0284,0.095,0.9412,0.9626,4124.2978,3735.3445,-1649.6723,"converged normally"
"38",319.1228,294,201,0.1503,0.0327,0.0774,0.9292,0.9522,7026.2643,6547.4769,-3072.7385,"converged normally"
"39",302.4539,289,206,0.2814,0.0283,0.0819,0.9361,0.9575,5291.0789,4866.6277,-2227.3138,"converged normally"
"40",315.3611,293,202,0.1765,0.0313,0.0768,0.9322,0.9543,6888.3002,6412.245,-3004.1225,"converged normally"
"41",287.5733,270,225,0.221,0.0376,0.0677,0.9316,0.9575,4185.9545,3774.5102,-1662.2551,"converged normally"
"42",314.6586,296,199,0.2181,0.0307,0.0911,0.9437,0.9617,5893.2268,5454.493,-2528.2465,"converged normally"
"43",312.5033,287,208,0.1441,0.043,0.0831,0.9254,0.9508,4216.0254,3826.8155,-1705.4078,"converged normally"
"44",285.1176,265,230,0.189,0.042,0.0751,0.9237,0.9535,3916.6123,3511.5363,-1525.7682,"converged normally"
"46",312.0379,286,209,0.139,0.0363,0.0806,0.9255,0.951,6080.968,5614.0398,-2598.0199,"converged normally"
"49",280.1024,257,238,0.1541,0.0493,0.075,0.9227,0.9543,3313.5298,2930.1313,-1227.0657,"converged normally"
"50",309.9537,292,203,0.2249,0.0241,0.078,0.9386,0.9588,9343.0517,8802.3735,-4198.1868,"converged normally"
"51",305.7994,298,197,0.3654,0.0156,0.0718,0.9386,0.9579,9788.1825,9259.8026,-4432.9013,"converged normally"
