"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"01",304.4942,294,201,0.3245,0.0238,0.0865,0.9349,0.956,5789.661,5358.8909,-2478.4454,"converged normally"
"02",319.2554,296,199,0.1688,0.035,0.0913,0.929,0.9517,5646.8531,5217.2353,-2409.6177,"converged normally"
"03",295.5542,281,214,0.2638,0.0294,0.0758,0.9271,0.9529,5500.0054,5051.8157,-2311.9078,"converged normally"
"04",278.9876,265,230,0.2656,0.0335,0.0712,0.9284,0.9564,4370.4164,3944.8824,-1742.4412,"converged normally"
"05",268.7144,256,239,0.2802,0.0352,0.0761,0.9188,0.9522,3820.553,3416.9108,-1469.4554,"converged normally"
"06",302.9953,286,209,0.2343,0.0338,0.0879,0.9299,0.9539,4716.5951,4308.7852,-1945.3926,"converged normally"
"07",267.4547,246,249,0.1659,0.0479,0.0688,0.913,0.9508,3448.3223,3040.5634,-1271.2817,"converged normally"
"08",299.0125,283,212,0.2455,0.0359,0.0879,0.9329,0.9564,4025.5801,3647.3319,-1611.666,"converged normally"
"09",291.2334,274,221,0.2267,0.0338,0.0806,0.9303,0.9561,4999.6624,4556.0417,-2057.0209,"converged normally"
"10",296.9763,289,206,0.3608,0.0245,0.0836,0.9327,0.9553,4365.521,3988.8209,-1788.4104,"converged normally"
"11",290.8461,268,227,0.1614,0.0421,0.0826,0.9267,0.9549,4292.407,3867.6443,-1706.8222,"converged normally"
"13",304.5187,288,207,0.241,0.032,0.0838,0.9266,0.9514,5097.238,4677.9902,-2131.9951,"converged normally"
"14",2641.3327,274,221,0,0.5879,0.1245,-0.3444,0.1532,2231.6425,1962.271,-760.1355,"converged normally"
"16",311.1456,298,197,0.2884,0.0219,0.0786,0.9468,0.9635,8208.7702,7711.9779,-3658.9889,"converged normally"
"17",281.9322,255,240,0.1185,0.0479,0.0682,0.9175,0.9516,4084.995,3646.1211,-1583.0605,"converged normally"
"18",314.3633,289,206,0.1461,0.0301,0.0712,0.9291,0.9529,8510.6219,7980.2314,-3784.1157,"converged normally"
