"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1051,0,0,0,0,0,0,0,0.4361,0,0.3259,0,0,0,0,0,0,0,0,0,0.4751,0,0,0,0,0,-0.3022,0,-0.6685,0,0
"A_Rspct",0,-0.2175,0.3206,0,0,0,0,0,0,0,0,-0.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3644,0,0,0,0,0
"A_Trust",0,0,-0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0.4035,0,-0.2313,-0.2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.4008,0,0,0.0328,0,0,0,0,0,0,0,0,0,0,0.7221,0,0,0,0,0,0,0.3825,-0.7311,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.1987,0,0,0,0.2163,0,0,0,0,0,0,0,0,0,0,0,-0.2734,0,0,0,0,0,0,0,0,0.2603
"E_Assert",-0.33,0,0,-0.2839,0,0,-0.1837,0,0,0,-0.4761,0,-0.4361,0,0.265,0.2642,0,0,0,0,0,0,0,0.3512,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0.2395,-0.2618,0,-0.1021,0,0,0,0,0.3035,-0.2913,0.1834,0,0,0.3619,0,0,0,0,0,0.2258,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.1274,-0.3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3852,0,0,0,0.6343,0.3179,0
"N_Anxty",0.3232,-0.2034,0,-0.2924,0,0,0.2568,-0.2974,0.2833,0.3851,0,0,0,0,0,0,0,-0.2243,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.0866,0,0,0,0,0,0,0,0,0,0,0,0,-0.3077,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2892,0,0,-0.2116,0,0
"O_AesSens",0.2341,0,0,0.2786,0,0,0,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,-0.3516,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,-0.3593,0.1308,0,0,0,0,0,0.9977,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,-0.276,0,0,0,0,0,0,0,0.3828,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2347
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
