"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.0076,0,0,0,0,-0.2737,0,0,-0.2225,-0.2851,0,0,0,0,0,0,0,0.3179,0,0,0.2553,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.1675,0,0,0,0,0,0,0,-0.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2674,0,0,0,0
"C_Org",0,0,0,-0.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4886,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.1198,0,0.2219,0,0,0,0,0,0,0.3378,0,0,0,0,0.2976,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.2325,0,0,0,0.331,0,-0.1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.4182,0,0,0.2537,0,0,-0.0506,0,0,0,0,-0.2074,0,0,0,0,0.3587,0.2243,0,0,0,0,0.2139,0,0,0,0,0,0,0
"E_Scblty",0.3308,0,0,0,0,0,0,0,-0.0305,0,0,-0.2204,0,0,0,0,0,0,0,0,0,0.3175,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,-0.2436,-0.2027,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3656,0,-0.2167,0,0,0
"N_Depr",-0.2444,0,0,0,0,0,0,0,0,0,0.1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3139
"N_EmoVol",0,0,0,0,0,0,0,-0.2683,0,0,0,-0.0415,0,0,0,0,-0.2591,0,0,0,0,0,0,0,0,0.2769,0,0,0,0,0
"O_AesSens",0.3586,0,0,0,0,0,0,0,0,0,0,0,-0.0785,0,0,0,0,0.2779,0,0.2607,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0.2527,0,0,0,0,0,0,0,0,-0.2229,0,-0.1529,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,-0.3429,0,0,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
