"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.4992,0,0,0,0,0,0,0,0,0,0,0,0.3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5807,0,-0.3516
"A_Trust",0,0,0.0754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441,0,0,0,0,0
"C_Org",0,0,0,0.1233,0,0,0,0,0,0,0,0,0,0,0,0.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1938,0,0,0,0,0,0,0,0,0,0,0,0.4896,0,0.681,0,-0.5921,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8584,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0.6097,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.0847,0,0,0,0,0,0,0,0,0,0,0,0,0.4053,0.3576,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6739,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.0945,0,0,0,0,0,0,0,-0.5186,0,0,0.6846,0,0,0,0,0.6833,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0.3059,0,0,0,0,0,0,-0.5443,0,0,-0.3192,0,0.1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2457,0,0,0,0,0,0,0,0,0,0,0,-0.4608,0,0,0,0,0.2769
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2292,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,0,0.3797
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
