"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5091,0,0
"A_Rspct",0.2906,-0.264,0,0,0,0,0,0,0,0,0,0,0,0,-0.2123,0.2623,0,-0.3572,0,0,0,0,0.4671,0,0,0,0,0,0,-0.3071,0.5304
"A_Trust",0,0,-0.0056,-0.3586,0.363,0,0,0,-0.2716,0,0,0,0,0,0,0,0,0,0,0,-0.3817,0,0,0,0,0,0,0,0,0,0.4461
"C_Org",0,0,0,-0.1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3928,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.0785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3657,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.2682,0,0,0,0.3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487
"E_Assert",0,0,0,0,0,0,-0.1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4805,0,0,0,0,0
"E_EnerLev",0,0,0,0.2338,0,0,0,-0.372,0,-0.2992,0,0,0,0,0,0,0,0,0.2188,0,0,0,0,0.553,0,0,0,0.1793,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.0387,0,0,0,0,0,0,0,0,0,0,0,0.4128,0,0,0,0,0,0,0,0.3112,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1842,0,0,0,0,0,0,0,0,0,0,-0.4868,0.4895,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.4275,0,0.4196,0,0,0,0,0,0,0,0,0,0,0,0.5086,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4172,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0.2613,0,0,0,0,0,0,-0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3167,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2789,0,0,0,0,0,0,0,0,0,0,0,-0.2447,0,0.3049,0,0.2677,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,-0.2684,0,-0.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
