"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.0023,0.0032,0.0054,0.0024,0.0032,0.0035,0,0.0038,0,0.0028,0.0048,0,0.0029,0.0047,0.003,0.002,0,0,0,0.0032,0.0042,0,0.0034,0.0067,0,0.0065,0.0034,0.0032,0.0033,0.002,0.0019
"A_Trust",0.036,0,0.0503,0.0425,0.0445,0.0625,0.0555,0,0,0,0,0.0431,0,0,0,0.0426,0,0,0,0,0.0433,0,0.0548,0,0,0.0709,0.0502,0.0493,0.0443,0.0382,0
"C_Org",0,0,0,0.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.0918,0,0,0.0993,0.1164,0.1108,0,0,0,0.1029,0,0.1251,0,0,0,0,0,0,0,0,0,0.1194,0,0.131,0.1413,0.1957,0,0,0,0,0.0958
"C_Rspnbl",0,0,0,0,0,0.1382,0,0,0.1191,0,0,0,0.1376,0,0,0,0,0,0,0.1354,0,0,0,0,0,0,0,0,0.1337,0,0
"E_Assert",0,0,0,0,0,0,0.1966,0,0,0.1237,0,0,0,0,0,0,0,0,0,0.1691,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0816,0,0.0754,0,0,0,0.1006,0,0,0,0,0,0,0.0891,0,0,0,0,0,0,0,0,0.0922,0,0.1082,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0.1271,0,0,0.1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1596,0.1864,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1065,0,0,0,0,0,0,0,0,0.1277,0.1687,0,0,0,0,0,0.1907,0.159,0,0,0,0
"N_Depr",0,0,0,0,0,0.1352,0,0,0.1353,0,0.168,0,0,0,0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0.1554,0,0,0
"N_EmoVol",0,0,0.1083,0,0,0,0,0,0,0,0,0.1307,0,0.1648,0,0.114,0,0.1305,0,0,0,0.1032,0,0,0,0.1244,0,0,0,0,0
"O_AesSens",0.1324,0,0,0,0,0,0,0,0,0.1284,0,0,0.1673,0,0,0,0.213,0,0,0.175,0.1295,0,0,0,0.1834,0.2279,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0.1777,0,0.2089,0.1292,0,0,0,0,0,0,0,0,0,0,0,0.1416,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.134,0,0,0,0.1904,0.1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
