"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9683,0.1828,0.3308,0.2866,0.1466,0.2266,0.329,0.3685,0.0925,0.167,-0.1879,-0.2646,-0.1069,0.0479,0.3356,0.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1828,1.0133,0.2921,0.0777,-0.1733,0.1643,0.058,0.018,0.2215,0.1568,-0.0757,-0.4402,-0.2401,0.2181,0.5516,0.2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3308,0.2921,1.1258,-0.2538,0.3171,0.2215,0.4101,0.0627,0.5672,0.4318,-0.1737,-0.3356,-0.0999,0.3029,0.3154,-0.0744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2866,0.0777,-0.2538,1.0024,-0.0775,-0.0095,-0.1599,0.0045,-0.0984,-0.1651,-0.0388,-0.1022,-0.1574,-0.0124,-0.0566,0.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.1466,-0.1733,0.3171,-0.0775,0.9677,0.104,0.3922,-0.035,0.2463,0.1363,-0.0836,-0.0299,-0.0235,0.1247,0.0191,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2266,0.1643,0.2215,-0.0095,0.104,1.0781,0.2997,0.2017,0.3754,0.2762,0.0068,-0.249,-0.3203,0.0889,0.0779,-0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.329,0.058,0.4101,-0.1599,0.3922,0.2997,0.9698,0.2387,0.2569,0.4883,-0.2626,-0.2367,0.0828,-0.0346,0.1913,0.1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3685,0.018,0.0627,0.0045,-0.035,0.2017,0.2387,1.2325,-0.1798,0.1104,0.2618,-0.1049,0.0839,-0.0276,0.1767,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0925,0.2215,0.5672,-0.0984,0.2463,0.3754,0.2569,-0.1798,1.081,0.5899,-0.328,-0.4672,-0.2319,0.3646,0.3658,0.1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.167,0.1568,0.4318,-0.1651,0.1363,0.2762,0.4883,0.1104,0.5899,1.0713,-0.2411,-0.3991,-0.0539,0.1324,0.4263,0.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1879,-0.0757,-0.1737,-0.0388,-0.0836,0.0068,-0.2626,0.2618,-0.328,-0.2411,0.9902,0.282,0.3647,-0.0786,-0.1506,-0.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2646,-0.4402,-0.3356,-0.1022,-0.0299,-0.249,-0.2367,-0.1049,-0.4672,-0.3991,0.282,1.0697,0.511,-0.3388,-0.4761,-0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1069,-0.2401,-0.0999,-0.1574,-0.0235,-0.3203,0.0828,0.0839,-0.2319,-0.0539,0.3647,0.511,1.082,-0.3559,-0.1823,0.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0479,0.2181,0.3029,-0.0124,0.1247,0.0889,-0.0346,-0.0276,0.3646,0.1324,-0.0786,-0.3388,-0.3559,1.0668,0.3721,-0.1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3356,0.5516,0.3154,-0.0566,0.0191,0.0779,0.1913,0.1767,0.3658,0.4263,-0.1506,-0.4761,-0.1823,0.3721,1.0673,0.3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.4358,0.2608,-0.0744,0.0775,0.0496,-0.0044,0.1234,0.1227,0.1107,0.1575,-0.1868,-0.0665,0.0721,-0.1237,0.3211,0.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
