"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1175,0,0,0,0,0,0,0.1556,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0.1325,0.1398,0,0,0.1699,0,0.1647,0,0,0
"A_Rspct",0,0.1156,0.1089,0,0,0.1342,0.1083,0,0,0,0,0,0.1042,0,0,0,0,0.1844,0,0,0.1041,0,0.1062,0.137,0,0,0.145,0.1001,0,0,0
"A_Trust",0,0.019,0.0178,0.0167,0.0213,0.0212,0,0.0233,0.0188,0,0.0244,0.016,0.0147,0.0178,0.019,0.0154,0.0189,0,0,0.0141,0.023,0,0.0243,0.0149,0.0189,0,0.0254,0,0.0201,0.0144,0.0199
"C_Org",0,0,0,0.1616,0,0,0,0,0,0,0,0,0,0,0.1576,0,0,0,0,0,0.1519,0,0,0,0,0,0,0,0,0.1488,0
"C_Prdctv",0,0,0,0,0.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1649,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.1185,0,0.1295,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1112,0,0,0,0,0,0,0,0,0,0,0.118
"E_Assert",0.1302,0,0,0,0,0,0.1253,0,0,0,0,0,0,0,0,0,0.1284,0,0,0,0,0,0,0,0,0,0,0,0,0.1214,0
"E_EnerLev",0,0,0,0,0,0,0,40.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3303,0,15.6826,0,24.7378,25.6794
"E_Scblty",0,0,0,0,0.3069,0,0,0,0.2631,0,0,0,0,0,0,0,0,0.4392,0,0,0,0,0.3199,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.1203,0,0,0,0,0.1135,0,0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0,0.117,0,0,0,0,0
"N_Depr",0,0.2753,0,0.2151,0,0,0,0,0,0.2259,0.3747,0,0,0.2872,0,0,0,0,0,0.2184,0,0.2706,0.508,0.2374,0,0,0,0,0.2423,0,0
"N_EmoVol",0,0,0,0.0929,0.1174,0,0.1441,0.1249,0,0,0,0.088,0,0,0.1518,0,0,0,0,0,0,0,0,0,0.1193,0,0,0.0983,0.1216,0,0.117
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.3311,0,0,0.9088,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0.1724,0,0.1674,0,0.1398,0.133,0,0.1294,0,0,0,0,0,0,0.1369,0,0,0,0,0,0.1936,0.1425
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1834,0,0.2232,0,0,0,0,0,0,0,0,0,0,0,0.2622,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
