"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1846,0.3168,0.2909,0.1514,0.2218,0.3395,0.3373,0.0904,0.164,-0.1919,-0.26,-0.1045,0.0471,0.3301,0.4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1846,1,0.2734,0.0771,-0.175,0.1572,0.0585,0.0161,0.2117,0.1505,-0.0756,-0.4228,-0.2293,0.2098,0.5304,0.2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3168,0.2734,1,-0.2389,0.3038,0.2011,0.3925,0.0532,0.5142,0.3932,-0.1645,-0.3058,-0.0905,0.2764,0.2877,-0.0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2909,0.0771,-0.2389,1,-0.0787,-0.0092,-0.1622,0.0041,-0.0945,-0.1593,-0.0389,-0.0987,-0.1512,-0.012,-0.0547,0.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.1514,-0.175,0.3038,-0.0787,1,0.1018,0.4048,-0.032,0.2408,0.1339,-0.0854,-0.0294,-0.023,0.1227,0.0188,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2218,0.1572,0.2011,-0.0092,0.1018,1,0.2931,0.1749,0.3478,0.257,0.0066,-0.2318,-0.2966,0.0829,0.0727,-0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3395,0.0585,0.3925,-0.1622,0.4048,0.2931,1,0.2183,0.251,0.4791,-0.268,-0.2324,0.0809,-0.034,0.188,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3373,0.0161,0.0532,0.0041,-0.032,0.1749,0.2183,1,-0.1558,0.0961,0.237,-0.0913,0.0727,-0.024,0.154,0.1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0904,0.2117,0.5142,-0.0945,0.2408,0.3478,0.251,-0.1558,1,0.5482,-0.317,-0.4345,-0.2145,0.3395,0.3405,0.1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.164,0.1505,0.3932,-0.1593,0.1339,0.257,0.4791,0.0961,0.5482,1,-0.2341,-0.3728,-0.0501,0.1238,0.3986,0.1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1919,-0.0756,-0.1645,-0.0389,-0.0854,0.0066,-0.268,0.237,-0.317,-0.2341,1,0.274,0.3523,-0.0765,-0.1465,-0.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.26,-0.4228,-0.3058,-0.0987,-0.0294,-0.2318,-0.2324,-0.0913,-0.4345,-0.3728,0.274,1,0.475,-0.3171,-0.4455,-0.0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1045,-0.2293,-0.0905,-0.1512,-0.023,-0.2966,0.0809,0.0727,-0.2145,-0.0501,0.3523,0.475,1,-0.3313,-0.1696,0.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0471,0.2098,0.2764,-0.012,0.1227,0.0829,-0.034,-0.024,0.3395,0.1238,-0.0765,-0.3171,-0.3313,1,0.3487,-0.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3301,0.5304,0.2877,-0.0547,0.0188,0.0727,0.188,0.154,0.3405,0.3986,-0.1465,-0.4455,-0.1696,0.3487,1,0.3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.4433,0.2593,-0.0702,0.0775,0.0505,-0.0042,0.1255,0.1107,0.1066,0.1523,-0.1879,-0.0643,0.0693,-0.1199,0.3111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7593,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1995,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2285,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5234,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3451,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7821,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6276,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5531,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781
