"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.013,0,0,0,0,0.3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.0443,0,0,0,0,-0.2602,0,0,0,0,0,0.265,0,0,0,0,0.3214,0,0,0,0,0,0.3789,0,0,0,0,0,0,0
"A_Trust",0,0,0.062,0,0,0,0,0,0,0,-0.2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3894,0,0,0,0
"C_Org",0,0,-0.2543,0.2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5805,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.0527,0,0,0,0,0,0.3069,0,0,0,0,0,0,0.4082,0,0,0,0,0,0,0,0,0,0,0,0,-0.3941
"C_Rspnbl",0,0,0,0,0,-0.1933,0,0,0,0,0,-0.6217,0,0,-0.3608,0,0,0,0.4565,0,0,0,0.4436,0,0,0,0.3368,0,0,0,0
"E_Assert",0,0,0.3272,0,0,0,-0.1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031,0,0,0,0,0,0,0
"E_EnerLev",0,0.5936,0,0,0,0,0,-0.6571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7106,0,0,-0.8497,0,0,0,0.4537,1.0033,0
"E_Scblty",0,-0.3914,0.4342,0,0,0,0.3339,0,-0.03,0,0,0.2419,0,0,0,0,0.2789,-0.3071,0,0,0,0,1.0245,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.2557,0,0,0,0.1673,0,0,0,0,0,0,0,0,0,-0.4314,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,-0.1967,-0.3642,0,0.2718,0,0,0,0,0.3382,-0.1441,0,0,0,0,0,0,0,0,0,0,0,0,-0.4466,0,0,0.2064,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0.3936,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0.2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",-0.2658,0,0,0,0,0,0,0,0,0,0,0,0,0.1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,-0.2018,0,0,0,0,0,0,0,0,0,0,0.2833,0.6244,0.3372,0,0,0.4182,-0.5548,-0.5628,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
