"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1264,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.108,0.1212,0.1071,0,0,0.1255,0,0,0,0,0,0,0.1059,0,0.1091,0,0,0.1245,0.1445,0,0,0.1221,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1227,0,0,0,0,0.1257,0,0.1255,0,0.1228,0,0,0.1297,0.1315,0,0,0,0,0,0,0,0,0,0.1224,0,0,0.1883,0,0
"C_Org",0.123,0,0,0.1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1207,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1144,0.1328,0,0,0,0,0,0,0,0,0,0,0.1523,0,0,0,0,0,0,0,0,0.1262,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1315,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0,0,0.1269,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1367,0.1392,0.1345,0,0,0,0.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128
"E_EnerLev",0,0,0,0,0,0,0,0.1381,0,0,0,0,0,0,0.1331,0,0,0,0,0.1518,0,0.1351,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0.1152,0,0,0,0.1216,0,0.1117,0.1099,0,0,0.1115,0,0,0,0,0,0,0,0,0,0.1073,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1275,0,0,0,0,0,0,0.1287,0,0,0,0,0,0,0,0,0,0.1288,0,0,0,0
"N_Depr",0,0,0,0.1373,0,0.1209,0,0,0,0,0.1301,0,0,0,0,0,0,0,0,0,0,0.1176,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.1301,0.1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1041,0,0,0,0,0
"O_AesSens",0,0,0,0.2111,0,0,0,0,0,0.2171,0,0,0.205,0,0,0,0,0.3651,0,0,0,0,0,0,0,0,0,0,0.3838,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4162,0,0,0
"O_IntCur",0,0,0.1232,0,0.1286,0,0,0,0,0,0,0.132,0,0,0.1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
