"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1226,0,0.1204,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0.1278,0.1199,0,0.12,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1696,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0.1795,0,0.3382,0,0,0,0.1871,0,0,0,0,0,0,0,0,0.1954
"A_Trust",0,0,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.1538,0,0,0.1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.2393,0,0,0,0.2979,0,0,0,0,0,0,0,0,0.2916,0.668,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1343,0,0,0,0,0,0,0,0,0,0,0,0,0.1305,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0.1316,0.1198,0.1291,0,0,0,0,0,0,0,0,0,0,0.1148,0,0,0,0.1198,0,0,0,0,0,0,0
"E_Scblty",0,0,0.1274,0.1241,0,0,0,0,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0.1265,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1386,0.1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1367,0,0,0,0,0
"N_Depr",0,0,0,0,0.1287,0.1322,0,0,0,0,0.119,0,0.1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0.1255,0,0,0.1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0.1228,0,0,0,0,0,0,0,0,0.1236,0,0,0,0,0,0,0,0,0.1184,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0.1248,0,0,0,0,0,0,0.1276,0,0,0,0,0,0,0.1297,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
