"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1573,0,0,0,0,0,0,0,0,0,0.1363,0,0,0.1349,0,0,0,0,0,0.1516,0,0,0.1443,0,0,0,0,0.1316,0,0,0
"A_Rspct",0,0.1158,0,0,0.2309,0,0,0,0,0,0,0.2943,0,0.1493,0.136,0,0,0,0,0,0.1525,0.1327,0,0,0,0.1094,0,0.1042,0.1359,0.1984,0.1543
"A_Trust",0.1397,0,0.1492,0,0,0.1368,0,0.1542,0.1941,0,0.1078,0,0,0.1185,0,0,0,0,0.1785,0.1546,0.1144,0,0,0,0,0.1306,0.1299,0,0.1336,0.1448,0.1589
"C_Org",0,0,0,0.8788,0,1.6608,0,0,0.5766,0,0,0,0,0,0,1.4375,0.9918,3.6236,0,0.7847,0,0.6286,0.9755,0,0,0,0,0,0,0,0
"C_Prdctv",0.0122,0.0203,0.0185,0.014,0.0341,0.0135,0.0124,0.0182,0.0214,0,0.0096,0.0328,0.0223,0.0192,0.0277,0.0147,0.025,0.0314,0.0256,0,0.0126,0.0161,0.0237,0.0164,0.0127,0.0122,0.0151,0.0155,0.0158,0,0.0324
"C_Rspnbl",0,0.1264,0,0,0.123,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1013,0.1115,0,0,0,0,0,0,0,0
"E_Assert",0.166,0,0.1575,0,0,0,0.1242,0.142,0.1288,0.1219,0,0,0,0.1373,0,0.1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0
"E_EnerLev",0,0.1807,0,0,0,0,0,0.1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1234,0,0,0,0.1234,0,0,0.13
"E_Scblty",0,0,0,0.1884,0,0,0,0,0.1415,0,0,0,0,0,0.2033,0,0.147,0,0,0.1782,0.1686,0,0,0,0.1361,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0.1451,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1202,0,0,0,0,0
"N_Depr",0,0,0,0.1437,0,0,0,0.164,0,0,0.135,0,0,0,0,0,0,0,0.1542,0,0.1406,0.1395,0,0,0,0,0.1386,0,0,0,0.1512
"N_EmoVol",0,0,0.121,0.102,0,0.1009,0,0.0982,0,0,0,0.1419,0,0.0995,0,0.0974,0,0.1108,0,0.1097,0.0839,0.1037,0,0,0,0,0,0.0875,0,0,0
"O_AesSens",0,0.1666,0,0.1502,0.1818,0,0.1632,0,0.145,0,0,0,0.1914,0.1663,0,0,0,0,0,0.1902,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0.164,0.1393,0,0,0.1944,0,0,0,0,0,0.1246,0,0.192,0.1538,0,0.1464,0,0,0.151,0.1393,0.1437,0,0.1479,0.1343,0.1118,0,0,0,0,0,0.1433
"O_IntCur",0,0,0,0.0552,0.084,0.0698,0.069,0,0.0607,0,0.0573,0.0931,0.0702,0,0.0633,0,0,0,0.0736,0.0667,0.0602,0.0719,0,0,0.0638,0,0.0519,0,0,0,0.0728
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
