"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.4854,0,0,-0.4671,0.3782,0,0,0,0,0.4242,-0.3141,0,0,-0.2528,0,0,0,0,0,0,0,0,0,0,0,0,-0.4442,-0.2344,0,0,0.5589
"A_Rspct",0,-0.3797,-0.2006,0,0,0,0,0,0,0,0,0,0.1896,0,-0.4115,0,0,0,0,0,0,0,0,0,0.5286,0,-0.2633,0,0,0,0
"A_Trust",0,0,-0.4449,0,0,0,0,0,0,-0.2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1466,0,0.2665,0,0,0.6233,0,0,0,0,-0.3246,-0.2758,0,0,0,0,0,0,0,0,0,0,0,-0.7083,0,0,0,0
"C_Prdctv",0,0.3454,0,0,-0.5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.4011,0,0,0,0,0,0.4983,0.2642,0,0,0,0,0,-0.5303,0.2585,0,0,0,0,0,-0.3621,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,-0.0653,0,0,0,-0.2851,0,0,0,0,0,0,0,0,0,0.3467,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.0062,0,0,0,0,0,0,0,0,0,0,0,0.2843,0,0,0,0,0.3562,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.3883,0,0,0,0.0537,0,0,0,-0.2427,0,-0.5514,0,0,0,-0.4117,0,0,0,0.3499,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,-0.2715,0,0,0,0,0,0.328,0.2716,0,0,-0.1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3589,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.4696,0.8308,0,0,0,0.1526,0,0,0,0,-0.1107,0,0,0,0,-0.8805,0,0,0,0,0,0
"N_EmoVol",0,0,0.2816,0,0,0,0.2628,0,0,0,0.8174,-0.115,0,0,0,0.5471,0,0,0,0,-0.7817,0,-0.3077,-0.5253,0,0,0,0,0,0,0
"O_AesSens",0,0,0,-0.417,0,0,0,0,0,0.3947,0,-0.3945,-0.1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0.4972,0,-0.3844,0,0.3012,0,0,0,-0.0452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2505,0,-0.3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
