"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0407,0.0654,0.034,0.0607,0.0392,0.0584,0.0192,0.0225,0.0511,0,0,0,0.0516,0.0462,0.0559,0,0.0243,0.0658,0.0258,0.0287,0.0754,0.0203,0.0313,0.0538,0,0.1077,0.0523,0.0446,0.0563,0.0556,0.0325
"A_Rspct",0,0.1409,0,0,0,0,0,0,0,0,0,0,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0.1293,0,0,0,0,0.1434
"A_Trust",0,0,0.1124,0,0,0.1232,0,0.1251,0,0,0.2054,0.1825,0.1049,0.1208,0,0,0,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0
"C_Org",0,0.1438,0.1253,0.1192,0,0.1454,0,0,0,0,0.1772,0,0,0,0,0,0,0,0,0.1368,0,0,0,0,0,0,0,0.1377,0,0,0
"C_Prdctv",0.179,0.1666,0.1031,0.1053,0.1396,0.1464,0.1423,0.1286,0.1492,0,0,0,0,0.1163,0,0,0,0,0.1974,0,0.1387,0,0,0,0.1455,0.1686,0,0,0,0.1803,0
"C_Rspnbl",0,0.157,0,0,0,0.1405,0,0,0,0,0,0,0,0,0,0,0.1404,0.1339,0,0,0,0.135,0.1516,0.1782,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.1434,0,0.1584,0,0,0,0,0,0,0.1468,0,0.1516,0,0,0,0,0,0,0,0,0,0,0,0.1905,0,0,0
"E_EnerLev",0,0,0.1368,0,0,0,0.1661,0.1362,0,0.151,0,0,0,0,0,0.1749,0,0,0,0,0,0,0,0.1743,0,0,0,0,0,0,0
"E_Scblty",0.0784,0.0756,0.0491,0.0556,0,0.0677,0.0562,0.0601,0.065,0,0,0,0.0532,0.0591,0,0.0569,0,0.0652,0.0695,0.0691,0.0774,0,0,0,0,0.0853,0.0594,0.0599,0.0698,0.0819,0
"N_Anxty",0,0,0.2933,0,0.5116,0,0,0,0.3601,0.4856,0,0.4165,0,0,0,0.3724,0,0,0,0.28,0,0,0,0.2761,0,0,0.9347,0.4281,0,0.3986,0.3415
"N_Depr",0,0,0,0,0,0,0.1907,0,0,0.1791,0.2236,0,0,0.1511,0.1501,0,0,0,0,0,0,0,0,0.2068,0,0,0.1758,0,0,0,0
"N_EmoVol",0,0.1726,0,0.1569,0.1803,0,0,0.2095,0,0,0.3324,0.2399,0,0,0,0,0,0,0,0.2045,0,0,0,0,0.2629,0,0,0.2057,0,0,0.1693
"O_AesSens",0,0,0.1301,0.116,0,0,0,0.135,0.1468,0.1638,0,0,0.1173,0,0,0,0,0.1387,0.1163,0,0,0.1643,0,0,0.204,0,0,0,0,0.1563,0
"O_CrtvImag",0,0,0.0893,0.0779,0,0,0,0.0836,0,0.1067,0,0,0,0.0915,0.0955,0,0.0933,0,0,0,0,0,0,0,0,0.1229,0.1104,0.09,0,0,0.1078
"O_IntCur",0,0,0,0.1295,0,0,0,0.1337,0.1468,0,0,0,0,0.1442,0.141,0,0,0,0,0,0,0,0,0.1495,0,0,0,0,0,0,0.1511
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
