"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.2269,0.2078,-0.4464,0.2956,5e-04,-0.2741,0,-0.782,0,0.2247,-0.6647,0,0.6493,0.056,-0.0699,0.1008,0,0,0,-0.1618,0.0891,0,-0.0878,0.2117,0,0.3335,-0.5088,0.083,-0.2009,-0.0306,-0.1878
"A_Trust",0.3408,0,-0.0749,0.5666,0.2919,-0.5059,0.1543,0,0,0,0,-0.3909,0,0,0,0.2359,0,0,0,0,0.1372,0,0.3278,0,0,0.0523,-0.164,0.4493,0.1626,-0.2953,0
"C_Org",0,0,0,-0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4558,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.2413,0,0,0.3023,-0.8521,0.4159,0,0,0,0.4191,0,-0.748,0,0,0,0,0,0,0,0,0,-0.3872,0,-0.4016,0.6258,-1.2022,0,0,0,0,0.2911
"C_Rspnbl",0,0,0,0,0,-0.3614,0,0,-0.3865,0,0,0,-0.3265,0,0,0,0,0,0,0.4645,0,0,0,0,0,0,0,0,-0.2755,0,0
"E_Assert",0,0,0,0,0,0,0.1014,0,0,0.2178,0,0,0,0,0,0,0,0,0,0.5176,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1914,0,-0.3237,0,0,0,0.0463,0,0,0,0,0,0,-0.3376,0,0,0,0,0,0,0,0,0.3002,0,-0.6319,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0.3264,0,0,-0.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3658,-0.3818,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.2381,0,0,0,0,0,0,0,0,-0.1541,-0.2614,0,0,0,0,0,0.2104,0.4718,0,0,0,0
"N_Depr",0,0,0,0,0,0.7172,0,0,1.0598,0,0.9153,0,0,0,-0.4533,0,0,0,0,0,0,0,0,0,0,0,0,-0.6747,0,0,0
"N_EmoVol",0,0,0.2084,0,0,0,0,0,0,0,0,-0.3985,0,-0.8684,0,-0.2895,0,0.2678,0,0,0,-0.2123,0,0,0,0.3745,0,0,0,0,0
"O_AesSens",-0.5292,0,0,0,0,0,0,0,0,0.2884,0,0,-0.5633,0,0,0,0.7879,0,0,0.4467,-0.7918,0,0,0,-0.5307,1.046,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,-0.5413,0,-0.5068,-0.3739,0,0,0,0,0,0,0,0,0,0,0,-0.9736,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.3246,0,0,0,0.5893,-0.3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
