"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0366,-0.4461,0.2847,1.262,-0.7053,0.1061,0.1368,0.0924,0.3391,0,0,0,1.0616,0.4538,-1.3396,0,0.1604,-0.5458,-0.3286,0.785,0.3432,-0.21,-0.8837,0.2034,0,0.9161,-0.7273,-0.6777,-0.4413,-0.1315,0.4964
"A_Rspct",0,-0.0315,0,0,0,0,0,0,0,0,0,0,0.4404,0,0,0,0,0,0,0,0,0,0,0,0,-0.3138,0,0,0,0,-0.277
"A_Trust",0,0,0.0286,0,0,0.2254,0,-0.3054,0,0,0.6938,-0.417,0.3973,0.3553,0,0,0,0,0,0,0,0,0,0,-0.3788,0,0,0,0,0,0
"C_Org",0,0.5107,0.1714,0.3788,0,-0.3656,0,0,0,0,0.2928,0,0,0,0,0,0,0,0,0.7682,0,0,0,0,0,0,0,-0.3248,0,0,0
"C_Prdctv",-0.5043,0.4268,0.2439,-0.2398,0.4852,0.6084,0.5662,-0.4707,-0.3417,0,0,0,0,-0.4753,0,0,0,0,-0.5329,0,0.4028,0,0,0,0.276,0.2658,0,0,0,0.5316,0
"C_Rspnbl",0,0.1685,0,0,0,-0.1299,0,0,0,0,0,0,0,0,0,0,0.4069,0.2675,0,0,0,-0.1355,-0.3134,-0.2489,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.5265,0,-0.1216,0,0,0,0,0,0,-0.1187,0,0.2864,0,0,0,0,0,0,0,0,0,0,0,0.473,0,0,0
"E_EnerLev",0,0,0.1754,0,0,0,0.5398,-0.2485,0,-0.2084,0,0,0,0,0,0.1838,0,0,0,0,0,0,0,0.7221,0,0,0,0,0,0,0
"E_Scblty",0.2366,-0.6127,0.3614,0.279,0,1.1421,0.0792,-0.0841,0.6434,0,0,0,0.2154,0.4683,0,0.6411,0,-0.7789,-0.157,-0.2746,0.97,0,0,0,0,1.3386,-0.2976,-0.2836,1.1598,-0.6234,0
"N_Anxty",0,0,0.7733,0,-1.4568,0,0,0,0.8016,1.7166,0,0.8334,0,0,0,-0.8785,0,0,0,-0.5695,0,0,0,0.3146,0,0,-2.5186,-0.8932,0,-1.1259,0.4694
"N_Depr",0,0,0,0,0,0,-0.2694,0,0,0.2923,-0.2419,0,0,-0.2862,0.3206,0,0,0,0,0,0,0,0,-0.536,0,0,0.4198,0,0,0,0
"N_EmoVol",0,0.0756,0,0.247,-0.2861,0,0,0.387,0,0,-0.8109,0.962,0,0,0,0,0,0,0,0.1168,0,0,0,0,1.1631,0,0,-0.7435,0,0,0.3779
"O_AesSens",0,0,0.5962,0.2965,0,0,0,-0.4242,0.5967,0.5882,0,0,0.5561,0,0,0,0,-0.5588,-0.1821,0,0,-0.5295,0,0,-0.7162,0,0,0,0,-0.2555,0
"O_CrtvImag",0,0,-0.1803,0.1492,0,0,0,-0.2948,0,0.1763,0,0,0,-0.0931,-0.5844,0,0.2061,0,0,0,0,0,0,0,0,-0.0133,-0.4242,-0.2698,0,0,0.6645
"O_IntCur",0,0,0,-0.1865,0,0,0,-0.3411,0.3216,0,0,0,0,0.2668,-0.1311,0,0,0,0,0,0,0,0,0.3033,0,0,0,0,0,0,0.3812
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
