"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.0592,0,0,0.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3954,0.2146,0,0.2301,0,-0.2396,0,0,0,0
"A_Trust",0.3178,0,0.1419,0,0,0,0,0,0,0,0,0,0,0.2958,0,0,0,0,0,0,0,0,0,-0.5147,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.2451,0,0,0,0,0,-0.3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2551
"C_Prdctv",0,0,0,0,0.1013,0,0,0,0,0,0,0,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0
"C_Rspnbl",0,0,0,0,0,0.2074,0,0,0.2482,0,0,0,0,0,0,0,0,0,0,0,0,0.4784,0,0,0,0,0,0,0,0.5652,0
"E_Assert",0,0,0.9759,0.169,0,0,-0.1278,0,0,0.2205,0,0.2728,0,0.3191,0.215,0,0,0,0,0,0,0,0.3498,0,0,-0.4247,0,0,0.3217,0,0
"E_EnerLev",0,0,-0.3542,0,0,0,0,0.5016,0,0,0,0,0,0,0,0,0,0,0,0,-0.3584,0,0,0,0,0,0,0,-0.2688,0,0
"E_Scblty",0,0,0,0,-0.4871,0.3169,0,0,-0.1621,-0.353,0,0,0,0,0,0,0,0,0,0,0,0.4221,0,0,0,0,0,0.3612,0,0,0
"N_Anxty",0,0,0,0,0,0,0.2752,0.3347,0,-0.0464,0,0,0,0,0,0,0,0,0,-0.3949,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.3156,0.364,0,0.3462,0,0,0,0,0.0578,0,0,0.5502,0,0,0,0,0,0,0,0,0,0,0,0,0.3491,0,0,0.6414,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.0364,0,0,0,0,0,-0.3891,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,-0.4362,0,0,0,0,0,0.333,0,0,0,0,0.3415,0.294,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,-0.336,0,0,0,0,0.5148,0,0.213,0,0,0,-0.2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",-0.2364,0,0,0,0,0,0,0,-0.4273,0,0,0,0,0,-0.5917,0,0.4491,0,0,0,0,0,0.3107,0,0,-0.5932,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
