"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0981,0,0,0.1041,0.0898,0,0,0,0,0.0943,0.0854,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0.1062,0.0871,0,0,0.1063
"A_Rspct",0,0.1111,0.0998,0,0,0,0,0,0,0,0,0,0.0946,0,0.1028,0,0,0,0,0,0,0,0,0,0.1004,0,0.107,0,0,0,0
"A_Trust",0,0,0.1143,0,0,0,0,0,0,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1225,0,0.118,0,0,0.123,0,0,0,0,0.1145,0.1149,0,0,0,0,0,0,0,0,0,0,0,0.1494,0,0,0,0
"C_Prdctv",0,0.1215,0,0,0.1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1228,0,0,0,0,0,0.1026,0.1071,0,0,0,0,0,0.1377,0.113,0,0,0,0,0,0.157,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1286,0,0,0,0.0918,0,0,0,0,0,0,0,0,0,0.1198,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1176,0,0,0,0,0,0,0,0,0,0,0,0.1174,0,0,0,0,0.1173,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.1222,0,0,0,0.1453,0,0,0,0.1158,0,0.1273,0,0,0,0.1565,0,0,0,0.1207,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0.1007,0,0,0,0,0,0.0955,0.0832,0,0,0.1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.0665,0.0627,0,0,0,0.0504,0,0,0,0,0.053,0,0,0,0,0.0807,0,0,0,0,0,0
"N_EmoVol",0,0,0.1247,0,0,0,0.1257,0,0,0,0.1271,0.1427,0,0,0,0.178,0,0,0,0,0.182,0,0.1179,0.1419,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0.1364,0,0,0,0,0,0.1175,0,0.1189,0.1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0.1072,0,0.1238,0,0.1249,0,0,0,0.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1187,0,0.1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
