"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.2726,-0.3367,-0.4539,-0.3508,-0.4174,-0.2567,-0.4237,-0.0979,0.0401,0.2824,0.6251,0.3611,-0.2039,-0.1687,-0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2726,1,0.3638,0.3509,0.3139,0.0358,0.56,0.3772,0.0015,0.1293,-0.2957,-0.3078,-0.1447,-0.1363,0.0491,0.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3367,0.3638,1,0.1493,-0.0747,0.1796,-0.0127,0.4891,0.24,-0.0357,-0.1055,-0.1767,-0.1019,0.1741,0.0798,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.4539,0.3509,0.1493,1,0.4806,0.2372,0.2775,0.2145,0.234,-0.2071,-0.2915,-0.5111,-0.2544,0.0999,0.1016,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.3508,0.3139,-0.0747,0.4806,1,0.1734,0.3969,0.1963,-0.0292,-0.1456,-0.2186,-0.2894,-0.0359,-0.0639,0.0531,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.4174,0.0358,0.1796,0.2372,0.1734,1,0.0741,0.2324,0.3164,-0.013,0.0153,-0.412,-0.2792,-0.0193,-0.1448,0.2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.2567,0.56,-0.0127,0.2775,0.3969,0.0741,1,0.319,-0.1298,-0.034,-0.0991,-0.0985,0.0324,-0.3046,0.1528,-7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.4237,0.3772,0.4891,0.2145,0.1963,0.2324,0.319,1,0.1171,0.0445,-0.2959,-0.417,-0.3253,0.0316,0.0599,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0979,0.0015,0.24,0.234,-0.0292,0.3164,-0.1298,0.1171,1,0.314,-0.0577,-0.2282,-0.1124,0.2992,0.2524,0.2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0401,0.1293,-0.0357,-0.2071,-0.1456,-0.013,-0.034,0.0445,0.314,1,-0.194,-0.1391,-0.1132,-0.0149,0.1799,0.1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2824,-0.2957,-0.1055,-0.2915,-0.2186,0.0153,-0.0991,-0.2959,-0.0577,-0.194,1,0.4983,0.4166,0.0493,-0.226,-0.2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.6251,-0.3078,-0.1767,-0.5111,-0.2894,-0.412,-0.0985,-0.417,-0.2282,-0.1391,0.4983,1,0.5178,-0.1564,-0.1154,-0.2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.3611,-0.1447,-0.1019,-0.2544,-0.0359,-0.2792,0.0324,-0.3253,-0.1124,-0.1132,0.4166,0.5178,1,-0.0885,-0.059,-0.3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.2039,-0.1363,0.1741,0.0999,-0.0639,-0.0193,-0.3046,0.0316,0.2992,-0.0149,0.0493,-0.1564,-0.0885,1,0.1797,0.2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.1687,0.0491,0.0798,0.1016,0.0531,-0.1448,0.1528,0.0599,0.2524,0.1799,-0.226,-0.1154,-0.059,0.1797,1,0.3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",-0.1739,0.1645,0.0476,0.3183,0.023,0.2824,-7e-04,0.0182,0.2611,0.1377,-0.2344,-0.2407,-0.3609,0.2486,0.3038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6615,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5852,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2934,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4981,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1582,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6648,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2142,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247
