"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9476,0.1543,-0.2489,0.0604,-0.1739,-0.1038,-0.1524,-0.2421,-0.2439,-0.2556,0.2287,0.2266,0.3005,-0.0278,-0.1514,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1543,0.9962,0.3044,0.4188,0.442,0.4773,0.4111,0.1366,0.2946,0.1552,-0.192,-0.1901,-0.0638,0.0756,0.3039,0.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2489,0.3044,0.9997,0.1434,0.028,0.2689,0.2524,0.4308,0.3213,0.5053,-0.0585,-0.1757,-0.2177,-0.051,0.1645,-0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0604,0.4188,0.1434,0.9988,0.3764,0.1874,0.1169,0.1653,0.1012,0.1327,-0.3704,-0.1828,-0.2702,-0.0057,0.1774,0.1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1739,0.442,0.028,0.3764,0.9584,0.3608,0.355,0.0483,0.298,-0.0878,-0.3876,-0.3688,-0.2763,-0.0768,0.3123,0.2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1038,0.4773,0.2689,0.1874,0.3608,0.9968,0.4137,0.3639,0.3794,0.2512,-0.2022,-0.3326,-0.4061,0.0642,0.1529,0.2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1524,0.4111,0.2524,0.1169,0.355,0.4137,0.9691,0.2276,0.4351,0.3166,-0.4361,-0.3427,-0.3368,0.0447,0.4087,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.2421,0.1366,0.4308,0.1653,0.0483,0.3639,0.2276,0.992,0.5052,0.6523,-0.0446,-0.2262,-0.1099,0.0519,0.2483,0.0864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.2439,0.2946,0.3213,0.1012,0.298,0.3794,0.4351,0.5052,0.9959,0.5619,-0.258,-0.3394,-0.2604,0.0268,0.415,0.2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.2556,0.1552,0.5053,0.1327,-0.0878,0.2512,0.3166,0.6523,0.5619,0.9819,-0.1113,-0.2322,-0.1789,-0.1365,0.2039,0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2287,-0.192,-0.0585,-0.3704,-0.3876,-0.2022,-0.4361,-0.0446,-0.258,-0.1113,0.9432,0.4084,0.467,-0.1194,-0.4051,-0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.2266,-0.1901,-0.1757,-0.1828,-0.3688,-0.3326,-0.3427,-0.2262,-0.3394,-0.2322,0.4084,0.986,0.5884,0.1216,-0.3067,-0.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.3005,-0.0638,-0.2177,-0.2702,-0.2763,-0.4061,-0.3368,-0.1099,-0.2604,-0.1789,0.467,0.5884,0.9845,0.0476,-0.2152,-0.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0278,0.0756,-0.051,-0.0057,-0.0768,0.0642,0.0447,0.0519,0.0268,-0.1365,-0.1194,0.1216,0.0476,0.9076,0.143,0.2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
