"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1884,0,0,0,0,0,0,0,0,0,0,0,0,0.2184,0,0,0,0.6155,0,0,0,0,0,0,0,0,0,0,0.33,-0.6534
"A_Rspct",0,-0.3774,0,0,0.2309,0,0,0,0,0,-0.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2316,0,0,0,0,0,0,-0.3317,0,0,0
"C_Org",0,0,0,0.1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5699,0,-0.4414,0,0,0
"C_Prdctv",0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5431,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3485,-0.2917,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1573,0,0,0,0,0,0,-0.2507,0,0,0,0,0,0,0,0,0,0.4235,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3371,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0087,0.2841,0,0,-0.2343,0,0,0,0,0,0,0,0,0,0.538,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0713,0,0,0,0,0,0,0,0,-0.768,0.4739,0,0,0,0,0,0,0,0.4797,0,0
"N_Depr",-0.3,0,0,0.2201,0,-0.3705,0,0,0,0,-0.2563,0,0,0,0,0,-0.3244,0,0,0,0,0,0,0,0.2393,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,-0.2938,0.1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.0326,0,-0.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.2358,0,0,0,0,0,-0.1739,0,0,0,0,0,0,0,0,0,0.4231,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1069,0.556,0,0,0,0,0.2939,0,0,0,0,0,0,0,0,0
