"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1417,0,0,0,0,0,0.1427,0,0,0,0,0,0,0.1325,0,0,0.1653,0,0,0,0.1379,0,0,0,0,0,0,0,0,0
"A_Rspct",0.0892,0.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1383,0.1044,0,0,0,0.1048,0.1402
"A_Trust",0,0,0.0983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997,0,0,0,0.1566,0,0,0,0
"C_Org",0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1038,0,0,0,0.1221,0.1094,0,0,0,0,0,0.1292,0,0,0,0,0.1003,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0779,0,0,0,0,0,0,0,0,0,0,0.0909,0,0.0774,0,0,0,0,0,0,0,0.0818,0,0,0
"E_Assert",0,0,0,0,0,0,0.1239,0,0,0,0,0,0,0,0,0.1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0.1084,0,0.1247,0.1028,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0.1082,0,0,0,0,0,0,0,0.1087,0,0,0,0,0,0.1056,0,0.1004,0,0,0,0,0.1029,0,0,0,0,0,0,0.1023
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0.1539,0,0,0,0,0.1245,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1063,0,0,0,0,0,0,0,0,0,0.1064,0,0,0.1104,0.1099,0,0,0,0
"O_AesSens",0,0.0973,0,0,0,0,0,0,0,0,0,0,0.1013,0,0,0,0,0.096,0,0,0,0,0.1012,0.097,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845,0,0,0,0.0872,0,0,0,0,0.0898,0,0,0,0,0,0,0.096
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1348,0,0.3248,0,0.2027,0.3042,0,0,0,0.1662,0,0,0,0,0,0
