"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4613,0,0,0,0,0,0,0
"A_Rspct",0,0.036,0,-0.2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3817,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4529,0.4339,0,0,0
"C_Org",0,0,0,-0.6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.907,0,0,0,0,0,0,0,0,1.1199,0
"C_Prdctv",-0.4912,0,0,0,0.0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.573,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0077,0,0,-0.2857,0,0,0,0,0,0,0,0,0,0.6349,0,0,-0.2788,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,-0.0764,0,0,0,0,0,0,0,0,0,-0.2848,0,0,0,0,0,0,0.443,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.2436,0,0,0,0,0,0,0,0,0,0,0,0.3563,0,0,0,0.3586,0,-0.2894,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5323,0
"N_Anxty",0,0,-0.8564,0,0,0,0,0,0,-0.4589,0,0,0,0,0,0.6378,0,0,-1.53,0.8273,-0.643,0,0,0,0,0,0.6729,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4452,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1225,0,0,0,0,0,0,-0.3891,0,0,0.3371,0,0,0,0.2853,0,0,0,0.3741
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0135,-0.2588,0,0,0,0,0,0.4781,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0.4566,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1447,0,0,0,0,0,0,0,-0.3574,0.7534,0,0,0,0,0,0
