"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3991,0,0,0,0,0,0,0
"A_Trust",0,0,0.0771,0,0,-0.3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4016,0,0,0,0
"C_Org",0,0,0,-0.0345,0,0,0,0,0,0,0,0,0,0,-0.3198,0,0,0,0,0,0.3015,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.0996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3522,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4933,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0316,0,0,0,0,0,0,0,0,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0.322
"E_EnerLev",0,0,0,0,0,0,0.2697,-0.0442,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0686,0,0,0,0,0,0,0.3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4161
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3152,0,0.3928,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.2242,0,0,0,0,-0.3355,0,0,-0.2408,0,0,0,-0.384,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.0357,0,0,0,0,0,-0.4037,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3093,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1374,0,0,0,0,0,0,0.4028,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201,0,0,0,0,0,0.2601,0,0,0,0.5883,0,0,0,0,0
