"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1199,0,0,0,0,0,0,0
"A_Rspct",0,0.1185,0,0.1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1184,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1173,0.1194,0,0,0
"C_Org",0,0,0,0.6933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8472,0,0,0,0,0,0,0,0,0.9113,0
"C_Prdctv",0.1824,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3104,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1114,0,0,0.1125,0,0,0,0,0,0,0,0,0,0.1357,0,0,0.115,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1098,0,0,0,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0.1107,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0992,0,0,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0.0985,0,0.106,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121,0
"N_Anxty",0,0,0.2676,0,0,0,0,0,0,0.1963,0,0,0,0,0,0.2373,0,0,0.3539,0.3498,0.2886,0,0,0,0,0,0.2263,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1184,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0979,0,0,0,0,0,0,0.1154,0,0,0.1068,0,0,0,0.1006,0,0,0,0.1032
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1154,0.1135,0,0,0,0,0,0.1166,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1135,0,0,0,0.1166,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913,0,0,0,0,0,0,0,0.0989,0.0983,0,0,0,0,0,0
