"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5001,0
"A_Rspct",0,0.1118,0,0,0,0.1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1122,0,0,0,0.1336
"A_Trust",0,0.1078,0.109,0.1231,0,0,0.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1256,0
"C_Org",0,0,0,0.1426,0,0,0,0.1361,0,0.1502,0,0,0,0,0,0,0,0,0,0,0.1581,0,0,0,0,0,0,0,0,0.1534
"C_Prdctv",0,0,0.1195,0,0.1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1293,0,0,0,0,0.1307,0,0,0
"C_Rspnbl",0,0,0,0,0,0.3725,0,0,0,0,0,0.4472,0,0,0,0.4775,0.4956,0,0.6306,0,0,0.3089,0,0.2635,0,0,0,0.2526,0,0
"E_Assert",0,0,0,0,0,0,0.1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1185,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1053,0,0,0,0,0,0,0.1101,0,0,0,0.1063,0,0,0,0,0,0,0,0.11,0.1073,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1169,0,0,0,0,0,0.1236,0,0,0,0,0,0,0,0,0,0,0,0.1235,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1123,0,0,0,0,0,0,0,0,0.1173,0,0,0,0,0,0,0,0.1168,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1236,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1053,0,0,0.0999,0,0.1155,0,0,0,0,0.1043,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0.1643,0,0,0,0,0,0,0,0,0.1854,0,0.1505,0,0.2576,0,0.2105,0,0,0,0,0.1703,0.1674,0,0,0.1931,0,0,0.1757
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0.1372,0,0,0,0,0,0.2058,0,0,0,0,0,0,0,0,0
