"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.2153,0,-0.3209,0,0,0.2575,-0.344,0,0,0,0,0,0.2321,0.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.0838,0,-0.2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2679,0,0,-0.3027,0,0,-0.2572,0,0,0,0,0
"A_Trust",0,0,-0.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2784,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0404,0,0,0,0.2433,0,0,0,0,0,0,0,0,0,0,0,0,0.3943,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,-0.317,0.2945,0,0,0,0,0,0.233,0,-0.4577,0.2085,0.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044,0
"C_Rspnbl",-0.3239,0,0,0,0,-0.1282,0,0,0,0.2949,0,-0.3643,-0.2151,0,0,0,0,0,0,0,0,-0.2657,0.422,0,0,0,0,0,0,0.2234
"E_Assert",0,0,0,0,0,0,0.2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.2021,0,-0.24,0,0.4691,0,-0.1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4897,0,0,0,0,0.2137,0
"E_Scblty",0,0,0,0,0.2526,0,0,0,-0.4172,-0.1979,0,0,0,0,0,0.2437,-0.192,0,0,0.4948,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.2776,-0.3092,-0.2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.2421,0,0,0,0,0,0,0,0.2457,0,0,-0.2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.2941,0.2788,0,0,0.1541,-0.3133,0,0,0,0,0,0,0,0,0,-0.2825,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,-0.3541,-0.3735,-0.077,0,0,0,0,0,0,0,0,0,0,0.3755,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0.4175,0,0,0,0,0,0,0,0,0.0977,0,-0.2429,0,0,0,0,0,0,0,0,-0.255,0.2941,0,0,0,0
"O_IntCur",0,0,0,0,0.3432,0,0,0,0,0,0,0.2773,0,-0.3649,-0.1058,0,0,0,0,0,0,0,0,0,0,0,0.1849,0.5645,0,0
