"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9711,0.1384,0.4924,0.0786,0.1034,-0.1099,0.0962,0.4325,0.3106,0.0622,-0.2615,-0.187,0.1969,0.3172,0.2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1384,0.9931,0.0815,0.1548,0.2657,0.2304,0.0857,0.1831,0.139,-0.0666,-0.2999,-0.1311,-0.1626,0.2488,0.3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.4924,0.0815,0.9657,0.3218,-0.0193,-0.0867,0.0019,0.2687,0.1898,-0.3666,-0.3244,-0.4753,0.0378,0.3685,0.0999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0786,0.1548,0.3218,0.8844,0.0485,0.3192,0.1883,0.0839,0.1317,-0.1364,-0.396,-0.1238,-0.0981,-0.0301,-0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1034,0.2657,-0.0193,0.0485,0.9658,0.4692,0.1653,0.331,0.258,-0.0529,-0.1067,0.1275,0.1713,0.1055,0.3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1099,0.2304,-0.0867,0.3192,0.4692,0.9688,0.1984,0.2276,0.347,-0.0722,-0.355,0.0839,-0.001,-0.1488,0.2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0962,0.0857,0.0019,0.1883,0.1653,0.1984,0.9971,0.4452,0.3247,-0.0034,-0.4394,-0.032,0.2779,-0.0333,0.2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4325,0.1831,0.2687,0.0839,0.331,0.2276,0.4452,0.9768,0.5296,-0.1998,-0.3658,-0.1541,0.1683,0.3246,0.3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3106,0.139,0.1898,0.1317,0.258,0.347,0.3247,0.5296,0.9631,-0.2402,-0.2299,-0.0332,0.1227,0.1933,0.3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0622,-0.0666,-0.3666,-0.1364,-0.0529,-0.0722,-0.0034,-0.1998,-0.2402,0.9835,0.0791,0.341,-0.1128,-0.0999,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
