"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1137,0,0,0,0,0,-0.3051,0,0,0,0,0,0,0.3772,0,0,0.7441,0,0,0,-0.3312,0,0,0,0,0,0,0,0,0
"A_Rspct",0.2195,-0.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5461,-0.3489,0,0,0,0.7888,0.4577
"A_Trust",0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4293,0,0,0,-0.4957,0,0,0,0
"C_Org",0,0,0,-0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.0104,0,0,0,0.5663,0.38,0,0,0,0,0,-0.4119,0,0,0,0,0.5542,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.0923,0,0,0,0,0,0,0,0,0,0,0.3045,0,0.6184,0,0,0,0,0,0,0,-0.2316,0,0,0
"E_Assert",0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0.5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1426,0,0,0,0,0,0,0,0.2613,0,-0.487,0.6958,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0995,0,0,0,0,0,0,0,0,0,0,0,0.4425,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0.3412,0,0,0,0,0,0,0,0.2045,0,0,0,0,0,-0.3049,0,-0.2699,0,0,0,0,0.2477,0,0,0,0,0,0,-0.5814
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.036,0,0,0,0,0,0,-0.462,0,0,0,0,-0.5572,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0685,0,0,0,0,0,0,0,0,0,-0.2517,0,0,0.4066,0.4309,0,0,0,0
"O_AesSens",0,-0.3108,0,0,0,0,0,0,0,0,0,0,0.2605,0,0,0,0,0.2776,0,0,0,0,0.2491,0.5712,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768,0,0,0,-0.3124,0,0,0,0,0.4756,0,0,0,0,0,0,0.6203
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219,0,-0.6215,0,-0.4627,0.859,0,0,0,0.6444,0,0,0,0,0,0
