"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9851,0.165,-0.2123,-0.1807,-0.0731,-0.0294,0.2366,0.1783,0.2219,0.0934,-0.088,-0.1937,0.1585,-0.1539,0.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.165,0.9823,0.0187,0.1786,0.2846,0.272,0.2658,0.2227,0.2413,-0.3063,-0.461,-0.4802,-0.0187,0.0257,-0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.2123,0.0187,0.9899,0.3223,0.1239,0.1636,0.1376,0.1847,0.1518,-0.3675,-0.1832,-0.2702,-0.0202,0.1352,0.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1807,0.1786,0.3223,0.9778,0.2793,0.4162,0.3741,0.3206,0.1994,-0.5034,-0.4642,-0.149,0.1261,0.2671,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0731,0.2846,0.1239,0.2793,0.9952,0.3059,0.4033,0.3251,0.2556,-0.2844,-0.3405,-0.3656,0.0575,0.2164,0.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0294,0.272,0.1636,0.4162,0.3059,0.9906,0.3551,0.385,0.2606,-0.3668,-0.4047,-0.3612,0.2257,0.2162,0.3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2366,0.2658,0.1376,0.3741,0.4033,0.3551,0.9984,0.4673,0.2368,-0.3712,-0.5081,-0.3934,0.2253,0.2388,0.3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1783,0.2227,0.1847,0.3206,0.3251,0.385,0.4673,0.9611,0.3006,-0.3769,-0.3751,-0.4721,0.3044,0.4617,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2219,0.2413,0.1518,0.1994,0.2556,0.2606,0.2368,0.3006,0.9996,-0.3738,-0.3416,-0.3952,0.0023,0.3378,0.1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0934,-0.3063,-0.3675,-0.5034,-0.2844,-0.3668,-0.3712,-0.3769,-0.3738,0.9883,0.5572,0.4184,-0.2538,-0.2161,-0.2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.088,-0.461,-0.1832,-0.4642,-0.3405,-0.4047,-0.5081,-0.3751,-0.3416,0.5572,0.9967,0.3963,-0.0727,-0.2231,-0.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
