"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.996,0.5216,0.1607,0.0722,0.207,0.0362,-0.0817,0.2218,0.1931,-0.2341,0.2429,-0.2546,-0.0393,0.1563,0.4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5216,0.9896,0.302,-0.0321,0.1596,0.1529,0.2274,0.193,0.4277,-0.061,0.302,-0.2867,0.164,0.3864,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1607,0.302,0.9952,0.2775,0.1449,0.1693,-0.1916,0.2674,-0.05,-0.461,-0.4998,-0.173,-0.1106,-0.0939,-0.2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0722,-0.0321,0.2775,0.9994,0.6434,0.5258,0.3573,0.0857,0.1615,-0.1701,-0.1511,-0.0155,-0.3764,0.0665,0.3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.207,0.1596,0.1449,0.6434,0.9998,0.6954,0.4231,0.1946,0.3885,-0.244,-0.0227,-0.1178,-0.3586,0.4775,0.5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0362,0.1529,0.1693,0.5258,0.6954,0.991,0.3392,0.1767,0.3435,-0.1683,0.006,-0.2105,-0.3357,0.244,0.3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0817,0.2274,-0.1916,0.3573,0.4231,0.3392,0.9999,0.2516,0.6435,0.0466,0.2208,-0.2304,0.1744,0.5919,0.5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2218,0.193,0.2674,0.0857,0.1946,0.1767,0.2516,0.9908,0.3918,-0.6414,-0.3443,-0.6472,0.3756,0.3263,0.1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1931,0.4277,-0.05,0.1615,0.3885,0.3435,0.6435,0.3918,0.9854,-0.0296,0.2549,-0.397,0.2768,0.6506,0.5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2341,-0.061,-0.461,-0.1701,-0.244,-0.1683,0.0466,-0.6414,-0.0296,0.9985,0.6189,0.5519,-0.0898,-0.105,-0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.2429,0.302,-0.4998,-0.1511,-0.0227,0.006,0.2208,-0.3443,0.2549,0.6189,0.9931,0.1697,0.044,0.1654,0.3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2546,-0.2867,-0.173,-0.0155,-0.1178,-0.2105,-0.2304,-0.6472,-0.397,0.5519,0.1697,0.9969,-0.4941,-0.3145,-0.2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0393,0.164,-0.1106,-0.3764,-0.3586,-0.3357,0.1744,0.3756,0.2768,-0.0898,0.044,-0.4941,0.9887,0.2189,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1563,0.3864,-0.0939,0.0665,0.4775,0.244,0.5919,0.3263,0.6506,-0.105,0.1654,-0.3145,0.2189,0.9938,0.4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.4171,0.248,-0.2531,0.3513,0.5287,0.3783,0.5464,0.1809,0.5605,-0.0056,0.3912,-0.2217,0.0087,0.4536,0.9935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5785,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5041,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5135,0,0,0,0,0,0,0,0,0,0
