"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.0386,0,0.3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4415,0
"A_Rspct",0,-0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.633,0,0,-0.7783,0.6912,0,0,0,0
"A_Trust",0,0,-0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,-0.4724,0,0.0918,0,0,0,0,0,0.4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3924,0,0,0
"C_Prdctv",0,0,0,0,-0.166,0,0,0,0,0,0,0,0,0.2907,0,0,0,-0.2695,0,0,0.3711,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7345,0.5667,0,0,0,0,0,0
"E_Assert",0,0,0,0.3918,0,0,-0.1537,-0.3617,0,0,0,0,0,0,0,0,0,0,0.4813,0,-0.9226,0,0.4228,0,0,0,0,-0.5989,0,0
"E_EnerLev",0,0,0,0,0.532,0,0,-0.3021,0,0,0,-0.4311,0,0,0,0,0.412,0,0,0,0,-0.8803,0,0.3579,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0.5265,-0.5021,0,0,0,-0.6445,0,0.367,0,0,0,0,0,0,0.4561,0,0,0,0,-0.9939,-0.412,0,0
"N_Anxty",-0.2652,0,0,-0.3569,0,0,0,0,0.417,0.1791,0.3557,0,0,0,0,-0.4192,0.2934,0,-0.3627,0,0,0,0,0,0,0.1016,0,0,-0.245,0.207
"N_Depr",0,0.6511,0,0,0,0,0,0,0,0,-0.0561,0,0,0,0,0,0,0,0,0,0,0,0,-1.1353,0,0,0.9567,0,0,0
"N_EmoVol",0,-0.3049,0,0,-0.3726,0,-0.1507,0.7771,0,0,0,0.1057,-0.1863,-0.5662,-0.2135,-0.3878,-0.6528,0.3465,0,0,0.3847,0.52,0,0,1.1262,-0.4646,0,0,-0.7869,-0.2818
"O_AesSens",0,0.4154,0,0,0,0,0.2624,0,0,0.3504,0,0,-0.0916,0,0.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0.5023,0,0.53,0,-0.3266,0,0,-0.6758,-0.6547,0,0,0,0.7595,0,0,0,0.6718,0,0,0,0,0,0.6768,0,1.7532,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.2878,0,0,0,0,0.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
