"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.0383,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,-0.3751,0,0,0,0,0.6718,0,0,0,0,0,0.3988,0,0
"A_Rspct",0,0.2218,0,0,0,0,-0.4824,0.319,0,0,0,0,0,0,0,0,0,0,0,-0.7434,0,0,0,1.0836,0,0,0,0,0,0
"A_Trust",0,0,0.0269,0,0,0,0,0,0,0,-0.433,0,0,0,0,0,0,0,0,0.7236,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.2686,0,0,0,0,0,0,0,0.2435,0,0,0,0,0,0,0,0,0.3758,0.5707,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,-0.3233,0,0.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0.9363,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0179,0,0,0,0,0,-0.3248,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0.6734,0,0,0
"E_Assert",0,0,0.7652,0,0,0,-0.1713,-0.3478,0.5771,0,0,0.5685,0,0,0,0,0.8301,0,0,0,0.543,0,0,0,0,0.3163,0,0,0,0
"E_EnerLev",0,0,-0.337,0,0,0,0,-0.0644,0,0,0,0,0,0,0,0.4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0.2524,0,0,0,0,0,-0.0985,0,0,0,0,0,0,0,0,-0.3547,0,0,-0.2457,0,0.9242,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0735,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,-0.2699,0,0,0,0,0,0,0,0.3986,-0.094,0,0,0,0,0,0,0,0,0,0,-0.6157,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.2278,0,0,0,0,0,-0.5752,0,0,0,0,0,0,0,0.3351,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.2852,0,-0.4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.3907,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,-0.3034,0,0,0,0.2772,0,0,0,0,0,0,0.0148,0.2104,0,0,0,0.3352,-0.299,0,0,0.315,0.2835,0,-0.2281,0,0,0
