"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1258,0.1306,0,0.1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1247,0
"A_Trust",0,0,0.1204,0.1287,0,0,0,0,0,0,0.1211,0,0,0,0,0,0,0,0,0.1209,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.1297,0.1361,0,0,0,0,0.1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1297,0,0
"C_Prdctv",0,0,0,0,0.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1288,0,0,0,0,0.1235,0,0,0,0.1225,0.1259,0,0,0,0.1179,0,0.1315,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1489
"E_EnerLev",0,0,0,0,0,0,0,0.1172,0,0,0,0,0,0,0,0.1277,0,0,0,0.1222,0,0,0,0,0,0.1196,0.1354,0,0,0.1523
"E_Scblty",0.09,0.0844,0.0938,0,0.0906,0,0,0,0.095,0,0.0845,0,0,0.0872,0,0.0809,0.0899,0,0,0,0,0.1014,0.0897,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1322,0,0,0,0,0,0,0,0,0,0,0,0.1349,0,0,0,0,0,0,0,0
"N_Depr",0.1172,0,0.1005,0,0,0.1056,0,0,0.1157,0,0.1015,0,0,0,0.1176,0,0,0,0,0,0,0,0,0,0.0982,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1374,0,0,0,0.1398
"O_AesSens",0,0,0,0.1278,0,0,0,0,0,0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0.118,0,0.1205,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0.1068,0,0,0.112,0,0,0,0,0.1013,0.1143,0,0,0,0,0,0,0,0,0,0.0965,0,0.0981,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0.1206,0,0.12,0,0.1247,0,0,0,0,0,0,0.1385,0,0,0,0,0,0
