"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0.1049,0,0,0,0,0,0,0,0,0.1061,0
"A_Rspct",0,0.115,0,0,0,0,0,0.1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1322,0,0,0,0,0,0,0,0,0,0,0,0,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1248
"C_Prdctv",0,0,0,0.103,0.1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1074,0.1121,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.1285,0,0,0.1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121,0,0,0,0,0
"E_Assert",0,0,0,0,0.1254,0,0.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1191,0,0,0,0,0,0,0,0,0,0,0.1193,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0.1286,0,0,0,0,0.1221,0,0,0,0,0,0,0,0,0.1168,0,0.1186,0,0,0,0,0,0,0.1183,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1202,0,0,0,0,0,0,0,0,0.1205,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1254,0,0,0,0,0,0,0,0,0.1263,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0.1085,0,0,0,0,0,0,0,0.1091,0.1052,0,0,0,0,0,0,0,0,0.1016,0,0,0,0,0,0,0,0
"O_AesSens",0,0.1148,0,0,0,0,0,0,0,0,0,0.1243,0.1156,0,0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1032,0,0,0,0,0,0,0.1048,0,0,0,0,0.1068,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0.0995,0,0,0,0,0.1116,0,0,0,0.1061,0,0.1083,0,0,0,0
