"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1244,0,0,0,0,0,0,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1301,0,0,0.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3555,0,0,0,0,0,0,0
"A_Trust",0,0,0.1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1252,0
"C_Org",0,0,0,0.1098,0,0,0.1135,0,0,0.1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0
"C_Prdctv",0,0,0,0,0.1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1219,0,0,0,0,0
"C_Rspnbl",0,0.1125,0,0,0,0.1153,0,0,0,0,0,0.1089,0,0,0,0,0,0,0,0,0,0.1171,0,0,0,0,0,0,0,0.1103
"E_Assert",0,0,0.0955,0,0,0,0.097,0.1085,0,0.0962,0,0,0,0,0,0.0999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.2365,0,0,0,0,0,0,0.226,0,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1131,0,0,0,0,0,0,0,0,0.1113,0,0,0,0,0,0,0.1114,0,0,0.1118,0,0
"N_Anxty",0,0,0.1296,0,0,0,0,0,0.1327,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1241,0,0,0.1225,0,0,0,0,0,0,0.1224,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1175,0,0,0,0,0,0.1188,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.1313,0,0,0,0,0,0.1246,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0
"O_IntCur",0,0,0,0,0.1228,0,0,0,0,0,0,0,0,0,0.1202,0,0,0,0,0.1151,0,0,0,0,0,0,0,0,0,0
