"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.975,0.381,0.1242,0.2281,0.0314,0.0547,0.074,0.2612,0.2905,-0.2107,-0.2217,-0.2074,-0.0674,0.0418,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.381,0.9999,-0.2967,0.0367,-0.0985,-0.0412,0.0531,0.0725,0.0371,-0.0228,-0.1827,-0.0688,-0.3664,-0.1171,-0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1242,-0.2967,0.9921,0.1519,-0.1244,-0.134,0.0424,0.168,-0.0574,-0.1043,-0.153,-0.1284,0.2428,0.1079,0.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2281,0.0367,0.1519,0.9712,0.4216,0.4191,0.1454,0.2625,0.0635,-0.1226,-0.2757,-0.2165,-0.2256,0.0817,0.1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0314,-0.0985,-0.1244,0.4216,0.9978,0.4584,0.2754,0.3568,0.382,-0.1631,-0.2947,-0.1582,0.0144,0.0084,0.2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0547,-0.0412,-0.134,0.4191,0.4584,0.8998,0.182,0.1574,0.0183,-0.1391,-0.0122,-0.1317,-0.0822,0.0789,-0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.074,0.0531,0.0424,0.1454,0.2754,0.182,0.941,0.1985,0.3148,-0.1677,-0.2137,0.0525,0.1869,-0.0804,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2612,0.0725,0.168,0.2625,0.3568,0.1574,0.1985,0.9793,0.4825,-0.2141,-0.1767,-0.1321,-0.0772,0.0779,0.2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2905,0.0371,-0.0574,0.0635,0.382,0.0183,0.3148,0.4825,0.9995,-0.2001,-0.3614,0.0727,0.1348,0.1437,0.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2107,-0.0228,-0.1043,-0.1226,-0.1631,-0.1391,-0.1677,-0.2141,-0.2001,0.9369,0.4941,0.5989,-0.1447,0.0684,0.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2217,-0.1827,-0.153,-0.2757,-0.2947,-0.0122,-0.2137,-0.1767,-0.3614,0.4941,0.998,0.3213,0.1202,-0.2122,-0.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2074,-0.0688,-0.1284,-0.2165,-0.1582,-0.1317,0.0525,-0.1321,0.0727,0.5989,0.3213,0.9914,-0.0916,0.1308,0.0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0674,-0.3664,0.2428,-0.2256,0.0144,-0.0822,0.1869,-0.0772,0.1348,-0.1447,0.1202,-0.0916,0.9603,-0.0134,-0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
