"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1408,0,0,0,0,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1662,0.138,0,0,0,0,0,0,0,0
"A_Trust",0,0.1172,0.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0,0.1156,0,0,0,0,0.1171,0,0,0,0
"C_Org",0,0,0,0.1304,0,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1307,0,0,0
"C_Prdctv",0,0,0,0,0.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.105,0,0,0,0,0,0.1031,0,0,0,0.1141,0,0,0,0,0,0,0,0.1036,0,0,0.1062,0,0,0
"E_Assert",0,0,0,0,0,0,0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1213,0,0,0,0,0,0,0,0,0,0,0,0.1232,0,0,0,0,0,0,0,0.1218,0.1212,0
"E_Scblty",0.0984,0,0.1056,0,0.1009,0,0.097,0.1101,0.1039,0,0,0,0.1,0,0.1005,0.0939,0,0,0.1057,0,0,0,0,0,0,0.0988,0,0,0.1075,0
"N_Anxty",0,0,0,0,0,0,0.1215,0,0,0.1198,0,0,0,0,0,0,0,0,0,0.1237,0,0,0,0,0,0.1307,0,0.1203,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1195,0,0,0,0,0,0,0,0,0,0,0,0.1173,0,0,0,0.1201,0,0,0
"N_EmoVol",0,0,0.1275,0,0,0,0,0,0,0.1285,0,0.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0.1224,0,0,0,0,0.1285,0,0,0,0,0,0,0,0.1057,0,0,0,0,0.1071,0,0,0,0,0,0.1045,0,0,0.1009,0,0
"O_IntCur",0,0,0,0.1069,0,0,0.106,0,0,0,0,0,0,0,0.1101,0,0,0.1068,0,0,0,0,0,0,0,0,0,0,0.1058,0
